Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_UPI001570148B	Cluster: stage V sporulation protein AB	UPI001570148B	Blautia obeum	138	40520
UniRef100_A0A6N7R3H9	Cluster: Stage V sporulation protein AB	A0A6N7R3H9	Gracilibacillus thailandensis	144	563735
UniRef100_A0A1Q5X9N1	Cluster: Stage V sporulation protein AB	A0A1Q5X9N1	Paenibacillus sp. P3E	141	1349435
UniRef100_UPI001B248528	Cluster: stage V sporulation protein AB	UPI001B248528	Paenibacillus sp. J45TS6	140	2807196
UniRef100_A0A4Q2LLA4	Cluster: Stage V sporulation protein AB	A0A4Q2LLA4	Paenibacillaceae bacterium	143	2003592
UniRef100_UPI0008251A8C	Cluster: stage V sporulation protein AB	UPI0008251A8C	Gracilibacillus timonensis	143	1816696
UniRef100_UPI00040D94C5	Cluster: stage V sporulation protein AB	UPI00040D94C5	Salibacterium aidingense	140	384933
UniRef100_UPI001CD1C0C2	Cluster: stage V sporulation protein AB	UPI001CD1C0C2	Alkalihalobacillus sp. YIM B00296	140	2865834
UniRef100_A0A1M7PSR9	Cluster: Stage V sporulation protein AB	A0A1M7PSR9	Gracilibacillus kekensis	144	1027249
UniRef100_UPI0012B73881	Cluster: stage V sporulation protein AB	UPI0012B73881	Paenibacillus azotifigens	141	2047734
UniRef100_UPI001575E6EF	Cluster: stage V sporulation protein AB	UPI001575E6EF	Brevibacillus sp. HB1.1	139	2738808
UniRef100_UPI000A27AE52	Cluster: stage V sporulation protein AB	UPI000A27AE52	Paenibacillus sp. 32O-W	139	1695218
UniRef100_A0A198APF6	Cluster: Stage V sporulation protein AB	A0A198APF6	Paenibacillus oryzisoli	140	1850517
UniRef100_A0A2U1K4K2	Cluster: Stage V sporulation protein AB	A0A2U1K4K2	Pueribacillus theae	140	2171751
UniRef100_A0A2Z4MH71	Cluster: Stage V sporulation protein AB	A0A2Z4MH71	Brevibacillus brevis (Bacillus brevis)	139	1393
UniRef100_UPI0012E1A332	Cluster: stage V sporulation protein AB	UPI0012E1A332	Oceanobacillus salinisoli	143	2678611
UniRef100_A0A372LIY9	Cluster: Stage V sporulation protein AB	A0A372LIY9	Peribacillus glennii	140	2303991
UniRef100_UPI000C7CA6B3	Cluster: stage V sporulation protein AB	UPI000C7CA6B3	Salirhabdus sp. Marseille-P4669	138	2042310
UniRef100_A0A0H0SMR0	Cluster: Stage V sporulation protein AB	A0A0H0SMR0	Brevibacillus formosus	139	54913
UniRef100_UPI000A6C8B09	Cluster: stage V sporulation protein AB	UPI000A6C8B09	Niallia circulans (Bacillus circulans)	139	1397
UniRef100_A0A0F0CBS7	Cluster: Uncharacterized protein	A0A0F0CBS7; A0A1C5MH61; A0A3E2VFQ5; A0A0J9EME5; G5HKF9	Clostridium sp. FS41; uncultured Clostridium sp.; Enterocloster citroniae; [Clostridium] citroniae WAL-19142; [Clostridium] citroniae WAL-17108	147	1609975; 59620; 358743; 742734; 742733
UniRef100_A0A0F7C0Z4	Cluster: Stage V sporulation protein AB	A0A0F7C0Z4	Brevibacillus laterosporus (Bacillus laterosporus)	138	1465
UniRef100_UPI000830AA98	Cluster: stage V sporulation protein AB	UPI000830AA98	Oceanobacillus damuensis	142	937928
UniRef100_A0A395YJJ9	Cluster: Stage V sporulation protein AB	A0A395YJJ9	Clostridium sp. AM58-1XD	141	2292307
UniRef100_A0A7U9X8X2	Cluster: Uncharacterized protein	A0A7U9X8X2	Lachnospiraceae bacterium	142	1898203
UniRef100_UPI001B219C25	Cluster: stage V sporulation protein AB	UPI001B219C25	Oceanobacillus sp. J11TS1	143	2807191
UniRef100_A0A1R0YNU0	Cluster: Stage V sporulation protein AB	A0A1R0YNU0; A0A089I7T8	Paenibacillus borealis; Paenibacillus sp. FSL H7-0357	141	160799; 1536774
UniRef100_UPI0003F91BC4	Cluster: stage V sporulation protein AB	UPI0003F91BC4	Aneurinibacillus terranovensis	137	278991
UniRef100_A0A5S5CII4	Cluster: Stage V sporulation protein AB	A0A5S5CII4	Paenibacillus methanolicus	146	582686
UniRef100_A0A024QCR8	Cluster: Uncharacterized protein	A0A024QCR8	Virgibacillus massiliensis	142	1462526
UniRef100_UPI00128B71CA	Cluster: stage V sporulation protein AB	UPI00128B71CA	Oceanobacillus sp. CFH 90083	142	2592336
UniRef100_A0A3R6MSK6	Cluster: Stage V sporulation protein AB	A0A3R6MSK6	Clostridium sp. AF24-2LB	187	2293007
UniRef100_UPI001C1132B0	Cluster: stage V sporulation protein AB	UPI001C1132B0	Virgibacillus sp. MSJ-26	143	2841522
UniRef100_UPI00036C107D	Cluster: stage V sporulation protein AB	UPI00036C107D	Weizmannia coagulans (Bacillus coagulans)	141	1398
UniRef100_R6SHZ5	Cluster: Uncharacterized protein	R6SHZ5	Dorea formicigenerans CAG:28	140	1263073
UniRef100_UPI00135B85AD	Cluster: stage V sporulation protein AB	UPI00135B85AD	Paenibacillus sp. An7	140	2689577
UniRef100_A0A0D7X0J8	Cluster: Stage V sporulation protein AB	A0A0D7X0J8	Paenibacillus terrae	140	159743
UniRef100_A0A7C8KZW4	Cluster: Stage V sporulation protein AB	A0A7C8KZW4	Gracilibacillus oryzae	145	1672701
UniRef100_UPI001BE4FC77	Cluster: stage V sporulation protein AB	UPI001BE4FC77	Bacillus sp. ISL-7	140	2819136
UniRef100_A0A4Y9AEC0	Cluster: Stage V sporulation protein AB	A0A4Y9AEC0	Lentibacillus salicampi	142	175306
UniRef100_UPI001C2FF58E	Cluster: stage V sporulation protein AB	UPI001C2FF58E	Lentibacillus saliphilus	143	2737028
UniRef100_A0A852TC21	Cluster: Stage V sporulation protein AB	A0A852TC21	Neobacillus niacini	140	86668
UniRef100_A0A1I0V9D1	Cluster: Stage V sporulation protein AB	A0A1I0V9D1	Lentibacillus halodurans	142	237679
UniRef100_A0A3R6SPI5	Cluster: Stage V sporulation protein AB	A0A3R6SPI5; A0A3R6RP92; A0A396KK48	Clostridium sp. TM06-18; Clostridium sp. AM32-2; Clostridium sp. AM22-11AC	147	2293054; 2293029; 2293024
UniRef100_A0A329QQI5	Cluster: Stage V sporulation protein AB	A0A329QQI5; A0A2G7LT02; UPI00096DEC49	Paenibacillus taichungensis; Paenibacillus sp. LK1; Paenibacillus	140	484184; 2053014; 44249
UniRef100_A0A6N8EVB1	Cluster: Stage V sporulation protein AB	A0A6N8EVB1	Paenibacillus macerans (Bacillus macerans)	140	44252
UniRef100_A0A1I1SYV3	Cluster: Stage V sporulation protein AB	A0A1I1SYV3	Lentibacillus persicus	142	640948
UniRef100_UPI001AE36B62	Cluster: stage V sporulation protein AB	UPI001AE36B62	Paenibacillus shirakamiensis	141	1265935
UniRef100_A0A2S6HMC7	Cluster: Stage V sporulation protein AB	A0A2S6HMC7	Hungatella xylanolytica	141	384636
UniRef100_A0A4V2V067	Cluster: Stage V sporulation protein AB	A0A4V2V067	Natranaerovirga pectinivora	143	682400
UniRef100_A0A1I5NU57	Cluster: Stage V sporulation protein AB	A0A1I5NU57	Salibacterium halotolerans	142	1884432
UniRef100_A0A089M9H0	Cluster: Stage V sporulation protein AB	A0A089M9H0	Paenibacillus graminis	141	189425
UniRef100_A0A098F0N5	Cluster: Stage V sporulation protein AB	A0A098F0N5	Bacillus sp. B-jedd	141	1476857
UniRef100_UPI001106F34A	Cluster: stage V sporulation protein AB	UPI001106F34A	Eubacteriales	147	186802
UniRef100_A0A0Q9N877	Cluster: Stage V sporulation protein AB	A0A0Q9N877	Paenibacillus sp. Soil750	137	1736398
UniRef100_A0A2P7VKV4	Cluster: Stage V sporulation protein AB	A0A2P7VKV4	Brevibacillus fortis	139	2126352
UniRef100_A0A4Y3PNG9	Cluster: Stage V sporulation protein AB	A0A4Y3PNG9	Brevibacillus parabrevis	139	54914
UniRef100_A0A7U1ESD5	Cluster: Stage V sporulation protein AB	A0A7U1ESD5	Paenibacillus sonchi	141	373687
UniRef100_UPI0008831EE9	Cluster: stage V sporulation protein AB	UPI0008831EE9	Paenibacillus naphthalenovorans	155	162209
UniRef100_A0A0U2WBM1	Cluster: Stage V sporulation protein AB	A0A0U2WBM1; A0A480BB02	Paenibacillus naphthalenovorans	156	162209
UniRef100_A0A0U2UXP2	Cluster: Stage V sporulation protein AB	A0A0U2UXP2	Paenibacillus sp. 32O-W	142	1695218
UniRef100_UPI0013D87A5F	Cluster: stage V sporulation protein AB	UPI0013D87A5F	Niallia circulans (Bacillus circulans)	139	1397
UniRef100_UPI00064DBE06	Cluster: stage V sporulation protein AB	UPI00064DBE06	Ornithinibacillus contaminans	142	694055
UniRef100_UPI001593438D	Cluster: stage V sporulation protein AB	UPI001593438D	Bacillaceae	140	186817
UniRef100_A0A1B9B685	Cluster: Stage V sporulation protein AB	A0A1B9B685	Bacillus sp. FJAT-27225	139	1743144
UniRef100_UPI001D166B6B	Cluster: stage V sporulation protein AB	UPI001D166B6B	Paenibacillus donghaensis	141	414771
UniRef100_A0A517I6P6	Cluster: Stage V sporulation protein AB	A0A517I6P6	Brevibacillus brevis (Bacillus brevis)	139	1393
UniRef100_UPI0003F9DFD3	Cluster: stage V sporulation protein AB	UPI0003F9DFD3	Halobacillus kuroshimensis	136	302481
UniRef100_A0A0B0HQ77	Cluster: Uncharacterized protein	A0A0B0HQ77; UPI00055E1772	Paenibacillus sp. P1XP2; Paenibacillus cookii	142	1472719; 157839
UniRef100_A0A3M8B5M6	Cluster: Stage V sporulation protein AB	A0A3M8B5M6	Brevibacillus gelatini	139	1655277
UniRef100_UPI00164950A2	Cluster: stage V sporulation protein AB	UPI00164950A2	Lacrimispora celerecrescens	141	29354
UniRef100_UPI0012E16DAD	Cluster: stage V sporulation protein AB	UPI0012E16DAD	Bacillus sp. FJAT-18017	140	1705566
UniRef100_UPI0005A7D167	Cluster: stage V sporulation protein AB	UPI0005A7D167	Paenibacillus camerounensis	141	1243663
UniRef100_A0A089K3Z1	Cluster: Stage V sporulation protein AB	A0A089K3Z1	Paenibacillus sp. FSL R5-0912	141	1536771
UniRef100_A0A132TTE7	Cluster: Stage V sporulation protein AB	A0A132TTE7; A0A0E4CXZ7	Paenibacillus riograndensis; Paenibacillus riograndensis SBR5	141	483937; 1073571
UniRef100_A0A265NE12	Cluster: Stage V sporulation protein AB	A0A265NE12	Virgibacillus indicus	142	2024554
UniRef100_R5IJS7	Cluster: Uncharacterized protein	R5IJS7; A0A417UPN2; A0A3R6NHT2	Clostridium sp. CAG:7; Clostridium sp. OM04-12AA; Clostridium sp. AM51-4	145	1262832; 2293041; 2293036
UniRef100_UPI00193B405C	Cluster: stage V sporulation protein AB	UPI00193B405C	Bacillus sp. REN10	135	2782541
UniRef100_A0A3A6HFB5	Cluster: Stage V sporulation protein AB	A0A3A6HFB5	Clostridiales bacterium TF09-2AC	147	2302989
UniRef100_A0A7Z7G4L5	Cluster: Stage V sporulation protein AB	A0A7Z7G4L5; A0A1H4HZE8; A0A855XZQ2; UPI0013BE915E	Paenibacillus sp. OK076; Paenibacillus sp. 276b; Paenibacillus pabuli; Paenibacillus	140	1884379; 1566277; 1472; 44249
UniRef100_A0A1I1EXN3	Cluster: Stage V sporulation protein AB	A0A1I1EXN3	Bacillus sp. 491mf	133	1761755
UniRef100_A0A7T5EHQ4	Cluster: Stage V sporulation protein AB	A0A7T5EHQ4	Brevibacillus composti	139	2796470
UniRef100_M8E333	Cluster: Stage V sporulation protein AB	M8E333; UPI000369D549	Brevibacillus borstelensis AK1; Rhodococcus rhodochrous	140	1300222; 1829
UniRef100_A0A352SF25	Cluster: Stage V sporulation protein AB	A0A352SF25; A0A373LVE9; A0A416CAG1	Lachnospiraceae bacterium; Clostridium sp. AF36-4; Clostridium sp. AF37-5	139	1898203; 2293015; 2293016
UniRef100_A0A1M5CUY4	Cluster: Stage V sporulation protein AB	A0A1M5CUY4	Ornithinibacillus halophilus	142	930117
UniRef100_UPI00189805A1	Cluster: stage V sporulation protein AB	UPI00189805A1	Coprococcus comes	138	410072
UniRef100_UPI000852FE75	Cluster: stage V sporulation protein AB	UPI000852FE75	Tepidibacillus sp. HK-1	143	1883407
UniRef100_A0A7C6VTB7	Cluster: Stage V sporulation protein AB	A0A7C6VTB7	Epulopiscium sp.	143	2384
UniRef100_UPI00195B8028	Cluster: stage V sporulation protein AB	UPI00195B8028	Gracilibacillus alcaliphilus	144	1401441
UniRef100_A0A1Q5XMZ9	Cluster: Stage V sporulation protein AB	A0A1Q5XMZ9	Paenibacillus sp. P46E	141	1349436
UniRef100_UPI000C2385A7	Cluster: stage V sporulation protein AB	UPI000C2385A7	Bacillus xiapuensis	150	2014075
UniRef100_UPI00166E0EC0	Cluster: stage V sporulation protein AB	UPI00166E0EC0	Halobacillus andaensis	136	1176239
UniRef100_UPI00082592F9	Cluster: stage V sporulation protein AB	UPI00082592F9	Metabacillus fastidiosus	140	1458
UniRef100_A0A3M8DNH1	Cluster: Stage V sporulation protein AB	A0A3M8DNH1	Brevibacillus nitrificans	139	651560
UniRef100_UPI0018CC9E07	Cluster: stage V sporulation protein AB	UPI0018CC9E07	Brevibacillus formosus	139	54913
UniRef100_R9MBS1	Cluster: Uncharacterized protein	R9MBS1	Lachnospiraceae bacterium MD308	138	1235799
UniRef100_UPI001D07B2C4	Cluster: stage V sporulation protein AB	UPI001D07B2C4	Dorea sp. 210702-DFI.3.125	140	2883207
UniRef100_UPI001563884A	Cluster: stage V sporulation protein AB	UPI001563884A	Paenibacillus tritici	141	1873425
UniRef100_A0A1H3L6X6	Cluster: Stage V sporulation protein AB	A0A1H3L6X6	Evansella caseinilytica	142	1503961
UniRef100_A0A7C8HE13	Cluster: Stage V sporulation protein AB	A0A7C8HE13	Defluviitalea raffinosedens	143	1450156
UniRef100_A0A6B3TWA8	Cluster: Stage V sporulation protein AB	A0A6B3TWA8	Neobacillus thermocopriae	140	1215031
UniRef100_R7C8K2	Cluster: Uncharacterized protein	R7C8K2	Clostridium sp. CAG:62	139	1262828
UniRef100_UPI00168ADA0D	Cluster: stage V sporulation protein AB	UPI00168ADA0D	Peribacillus faecalis	138	2772559
UniRef100_A0A1A5XTL8	Cluster: Stage V sporulation protein AB	A0A1A5XTL8	Brevibacillus sp. WF146	139	319501
UniRef100_A0A089KMQ0	Cluster: Stage V sporulation protein AB	A0A089KMQ0	Paenibacillus sp. FSL R7-0273	141	1536772
UniRef100_UPI0002F6AC80	Cluster: stage V sporulation protein AB	UPI0002F6AC80	Niallia circulans (Bacillus circulans)	139	1397
UniRef100_UPI0016675DD4	Cluster: stage V sporulation protein AB	UPI0016675DD4	Paenibacillus nasutitermitis	144	1652958
UniRef100_UPI00196170A3	Cluster: stage V sporulation protein AB	UPI00196170A3	Mediterraneibacter glycyrrhizinilyticus	143	342942
UniRef100_A0A1Y4AXR7	Cluster: Stage V sporulation protein AB	A0A1Y4AXR7	Lachnoclostridium sp. An298	138	1965627
UniRef100_A0A135L390	Cluster: Stage V sporulation protein AB	A0A135L390	Tepidibacillus decaturensis	143	1413211
UniRef100_A0A4R2A1Y5	Cluster: Stage V sporulation protein AB	A0A4R2A1Y5	Paenibacillus sp. BK033	144	2512133
UniRef100_A0A089KX09	Cluster: Stage V sporulation protein AB	A0A089KX09	Paenibacillus sp. FSL R7-0331	141	1536773
UniRef100_UPI00141F9E15	Cluster: stage V sporulation protein AB	UPI00141F9E15	Paenibacillus sp. BK720	144	2587092
UniRef100_UPI00082D7AA0	Cluster: stage V sporulation protein AB	UPI00082D7AA0	Clostridium sp. Marseille-P299	138	1805477
UniRef100_A0A1G9RF74	Cluster: Stage V sporulation protein AB	A0A1G9RF74	Paenibacillus jilunlii	141	682956
UniRef100_UPI00164B7042	Cluster: stage V sporulation protein AB	UPI00164B7042	Mediterraneibacter sp. NSJ-55	138	2763054
UniRef100_A0A1G8VKG5	Cluster: Stage V sporulation protein AB	A0A1G8VKG5	Sediminibacillus albus	139	407036
UniRef100_UPI00110811E3	Cluster: stage V sporulation protein AB	UPI00110811E3	Aquibacillus sediminis	140	2574734
UniRef100_UPI000472E72F	Cluster: stage V sporulation protein AB	UPI000472E72F	Paenibacillus maysiensis	140	1155954
UniRef100_UPI00195FEEB1	Cluster: stage V sporulation protein AB	UPI00195FEEB1	Virgibacillus halotolerans	142	1071053
UniRef100_A0A5C8M2B2	Cluster: Stage V sporulation protein AB	A0A5C8M2B2	Paenibacillus sp. N3.4	140	2603222
UniRef100_UPI00124D69AC	Cluster: stage V sporulation protein AB	UPI00124D69AC	Paenibacillus tengchongensis	141	2608684
UniRef100_A0A3E4M526	Cluster: Stage V sporulation protein AB	A0A3E4M526	Dorea formicigenerans	140	39486
UniRef100_UPI000696D157	Cluster: stage V sporulation protein AB	UPI000696D157	Kroppenstedtia eburnea	151	714067
UniRef100_UPI000D0B90C5	Cluster: stage V sporulation protein AB	UPI000D0B90C5	Lentibacillus sp. Marseille-P4043	142	2040293
UniRef100_UPI00036E2DA6	Cluster: stage V sporulation protein AB	UPI00036E2DA6	Paenibacillus sp. HW567	141	1034769
UniRef100_UPI00071C755A	Cluster: stage V sporulation protein AB	UPI00071C755A	Gracilibacillus massiliensis	144	1564956
UniRef100_C6CU60	Cluster: Stage V sporulation protein AB	C6CU60	Paenibacillus sp. (strain JDR-2)	144	324057
UniRef100_A0A0S2SBN7	Cluster: Stage V sporulation protein AB	A0A0S2SBN7	Paenibacillus sp. IHB B 3084	140	867076
UniRef100_A0A4U2PUA0	Cluster: Stage V sporulation protein AB	A0A4U2PUA0	Paenibacillus terrae	140	159743
UniRef100_UPI00082B57F4	Cluster: stage V sporulation protein AB	UPI00082B57F4	Bariatricus massiliensis	139	1745713
UniRef100_W4DDM3	Cluster: Stage V sporulation protein AB	W4DDM3	Paenibacillus sp. FSL R7-277	141	1227352
UniRef100_A0A0A2UJ26	Cluster: Stage V sporulation protein AB	A0A0A2UJ26; A0A1V4G8N5; A0A358GSF9	Paenibacillus sp. MAEPY2; Paenibacillus sp. VT-16-81; Paenibacillus sp.	140	1395587; 1962644; 58172
UniRef100_A0A4R5KVU7	Cluster: Stage V sporulation protein AB	A0A4R5KVU7	Paenibacillus piri	145	2547395
UniRef100_UPI0004AFF900	Cluster: stage V sporulation protein AB	UPI0004AFF900	Paenibacillus gorillae	143	1243662
UniRef100_A0A401HUM2	Cluster: Uncharacterized protein	A0A401HUM2	Paenibacillus sp. 598K	142	1117987
UniRef100_UPI00098830B5	Cluster: stage V sporulation protein AB	UPI00098830B5	Oceanobacillus sojae	142	582851
UniRef100_A0A511ZD89	Cluster: Stage V sporulation protein AB	A0A511ZD89	Oceanobacillus sojae	142	582851
UniRef100_A0A0D5NQG7	Cluster: Stage V sporulation protein AB	A0A0D5NQG7	Paenibacillus beijingensis	142	1126833
UniRef100_A0A2W0HXK7	Cluster: Stage V sporulation protein AB	A0A2W0HXK7	Bacillus lacisalsi	140	2045244
UniRef100_G7VS91	Cluster: Stage V sporulation protein AB	G7VS91	Paenibacillus terrae (strain HPL-003)	140	985665
UniRef100_UPI0004903031	Cluster: stage V sporulation protein AB	UPI0004903031	Thermicanus aegyptius	144	94009
UniRef100_A0A417BK57	Cluster: Stage V sporulation protein AB	A0A417BK57; A0A417FRH3; A0A396Q4P6	Firmicutes bacterium AM43-11BH; Firmicutes bacterium AM31-12AC; Firmicutes bacterium OM07-11	138	2292895; 2292892; 2292900
UniRef100_A0A315ZVY2	Cluster: Stage V sporulation protein AB	A0A315ZVY2	Faecalicatena contorta	138	39482
UniRef100_A0A5M9I205	Cluster: Stage V sporulation protein AB	A0A5M9I205	Mediterraneibacter catenae	138	2594882
UniRef100_UPI001596E9FC	Cluster: stage V sporulation protein AB	UPI001596E9FC	Paucisalibacillus globulus	138	351095
UniRef100_A0A0B2FAZ9	Cluster: Stage V sporulation protein AB	A0A0B2FAZ9	Paenibacillus sp. IHB B 3415	141	867080
UniRef100_A0A0M9BJY2	Cluster: Stage V sporulation protein AB	A0A0M9BJY2	Paenibacillus xylanivorans	140	1705561
UniRef100_UPI000EA3FC7A	Cluster: stage V sporulation protein AB	UPI000EA3FC7A	Paenibacillus aceti	136	1820010
UniRef100_UPI00163D8D34	Cluster: stage V sporulation protein AB	UPI00163D8D34	Clostridium sp. HBUAS56010	142	2571127
UniRef100_A0A1G9LS60	Cluster: Stage V sporulation protein AB	A0A1G9LS60	Sediminibacillus halophilus	139	482461
UniRef100_A0A0J1IQ92	Cluster: Stage V sporulation protein AB	A0A0J1IQ92	Niallia circulans (Bacillus circulans)	138	1397
UniRef100_UPI000EC3D65F	Cluster: stage V sporulation protein AB	UPI000EC3D65F	Roseburia hominis	142	301301
UniRef100_A0A395VAT5	Cluster: Stage V sporulation protein AB	A0A395VAT5	Roseburia hominis	142	301301
UniRef100_A0A7X3KGZ9	Cluster: Stage V sporulation protein AB	A0A7X3KGZ9	Paenibacillus sp. MMS18-CY102	151	2682849
UniRef100_UPI001C8D7A67	Cluster: stage V sporulation protein AB	UPI001C8D7A67	Paenibacillus typhae	141	1174501
UniRef100_A0A3D4Y316	Cluster: Stage V sporulation protein AB	A0A3D4Y316	Roseburia sp.	142	2049040
UniRef100_UPI000475DF90	Cluster: stage V sporulation protein AB	UPI000475DF90	Paenibacillus fonticola	140	379896
UniRef100_A0A1G9DW25	Cluster: Stage V sporulation protein AB	A0A1G9DW25	Paenibacillus typhae	141	1174501
UniRef100_UPI000417EBEF	Cluster: stage V sporulation protein AB	UPI000417EBEF	Sediminibacillus	139	482460
UniRef100_A0A3D2I4Y7	Cluster: Stage V sporulation protein AB	A0A3D2I4Y7; A0A1Q6N4Y1	Lachnospiraceae bacterium; Clostridium sp. CAG:62_40_43	139	1898203; 1896990
UniRef100_UPI001CD6F7DC	Cluster: stage V sporulation protein AB	UPI001CD6F7DC	Halobacillus litoralis	136	45668
UniRef100_A0A7W5CB38	Cluster: Stage V sporulation protein AB	A0A7W5CB38	Paenibacillus endophyticus	142	1294268
UniRef100_V6MD12	Cluster: Stage V sporulation protein AB	V6MD12	Brevibacillus panacihumi W25	139	1408254
UniRef100_A0A1Y3TYA3	Cluster: Uncharacterized protein	A0A1Y3TYA3; A0A1M6VJW4	Anaerotignum lactatifermentans; Anaerotignum lactatifermentans DSM 14214	142	160404; 1121323
UniRef100_A0A553KTQ6	Cluster: Stage V sporulation protein AB	A0A553KTQ6	Brevibacillus sp. LEMMJ03	139	2595056
UniRef100_UPI00063FB151	Cluster: stage V sporulation protein AB	UPI00063FB151	Aneurinibacillus tyrosinisolvens	138	1443435
UniRef100_UPI00096D4FA5	Cluster: stage V sporulation protein AB	UPI00096D4FA5	Paenibacillus odorifer	141	189426
UniRef100_A0A8E3N1T6	Cluster: Stage V sporulation protein AB	A0A8E3N1T6	Lachnospiraceae bacterium KGMB03038	140	2594789
UniRef100_A0A098M8M8	Cluster: Stage V sporulation protein AB	A0A098M8M8	Paenibacillus wynnii	141	268407
UniRef100_A0A1I3UAB3	Cluster: Stage V sporulation protein AB	A0A1I3UAB3	Brevibacillus centrosporus	139	54910
UniRef100_A0A329MGQ6	Cluster: Stage V sporulation protein AB	A0A329MGQ6	Paenibacillus contaminans	138	450362
UniRef100_A0A494ZUM1	Cluster: Stage V sporulation protein AB	A0A494ZUM1; A0A4Q8TWJ0; A0A374BXL1	Ruminococcus sp. B05; Mediterraneibacter sp. gm002; Firmicutes bacterium AM41-5BH	138	2448031; 2527876; 2292894
UniRef100_UPI0018DDA478	Cluster: stage V sporulation protein AB	UPI0018DDA478	unclassified Thermoactinomyces	138	2634588
UniRef100_R6PYD3	Cluster: Uncharacterized protein	R6PYD3; R7B8A5	Firmicutes bacterium CAG:466; Clostridium sp. CAG:505	142	1263025; 1262814
UniRef100_UPI0019618C0A	Cluster: stage V sporulation protein AB	UPI0019618C0A	Mediterraneibacter glycyrrhizinilyticus	143	342942
UniRef100_A0A1C5M0Q2	Cluster: Uncharacterized protein	A0A1C5M0Q2	uncultured Clostridium sp.	138	59620
UniRef100_A0A7U4HJT1	Cluster: Stage V sporulation protein AB	A0A7U4HJT1; A0A1R1D1Y3	Paenibacillus sp. FSL P4-0081; Paenibacillus sp. FSL H8-0259	141	1536769; 1920423
UniRef100_A0A077J6T1	Cluster: Stage V sporulation protein AB	A0A077J6T1	Bacillus sp. X1(2014)	140	1565991
UniRef100_UPI00145EC87A	Cluster: stage V sporulation protein AB	UPI00145EC87A	Paenibacillus sp. PL91	142	2729538
UniRef100_R5XKC8	Cluster: Stage V sporulation protein AB	R5XKC8; A0A1C5NFN1	Firmicutes bacterium CAG:212; uncultured Clostridium sp.	138	1263009; 59620
UniRef100_UPI001956159D	Cluster: stage V sporulation protein AB	UPI001956159D	Aquibacillus albus	139	1168171
UniRef100_UPI00110EBBF1	Cluster: stage V sporulation protein AB	UPI00110EBBF1	Paenibacillus mesophilus	141	2582849
UniRef100_A0A1Q9JVG8	Cluster: Uncharacterized protein	A0A1Q9JVG8	Anaerostipes sp. 494a	139	1261636
UniRef100_A0A845DT01	Cluster: Stage V sporulation protein AB	A0A845DT01	Halobacillus litoralis	136	45668
UniRef100_A0A7Y6EUM2	Cluster: Stage V sporulation protein AB	A0A7Y6EUM2	Paenibacillus xylanilyticus	140	248903
UniRef100_A0A221MCU8	Cluster: Stage V sporulation protein AB	A0A221MCU8	Virgibacillus necropolis	139	163877
UniRef100_UPI0018D5C577	Cluster: stage V sporulation protein AB	UPI0018D5C577	Paenibacillus sp. GSMTC-2017	142	2794350
UniRef100_A0A0M4G0X4	Cluster: Stage V sporulation protein AB	A0A0M4G0X4	Bacillus sp. FJAT-18017	139	1705566
UniRef100_UPI000731BE1A	Cluster: stage V sporulation protein AB	UPI000731BE1A	Defluviitalea phaphyphila	143	1473580
UniRef100_A0A1C5TH52	Cluster: Uncharacterized protein	A0A1C5TH52; A0A395YEQ7; A0A396LFS7; A0A1C5NZT8	uncultured Ruminococcus sp.; Dorea sp. AM58-8; Dorea sp. AF36-15AT; uncultured Eubacterium sp.	140	165186; 2292346; 2292041; 165185
UniRef100_A0A151Z1F8	Cluster: Stage V sporulation protein AB	A0A151Z1F8	Thermoactinomyces sp. AS95	138	1811386
UniRef100_UPI0015C4BA54	Cluster: stage V sporulation protein AB	UPI0015C4BA54	unclassified Paenibacillus	142	185978
UniRef100_A0A2N2DJ27	Cluster: Stage V sporulation protein AB	A0A2N2DJ27	Firmicutes bacterium HGW-Firmicutes-13	139	2013774
UniRef100_A0A1R1D9V7	Cluster: Stage V sporulation protein AB	A0A1R1D9V7	Paenibacillus sp. FSL H8-0548	142	1920422
UniRef100_A0A895HG29	Cluster: Stage V sporulation protein AB	A0A895HG29	Virgibacillus sp. AGTR	142	2812055
UniRef100_A0A101XU49	Cluster: Stage V sporulation protein AB	A0A101XU49	Paenibacillus sp. DMB5	141	1780103
UniRef100_A0A1H9LT86	Cluster: Stage V sporulation protein AB	A0A1H9LT86	Gracilibacillus ureilyticus	146	531814
UniRef100_UPI00040221BE	Cluster: stage V sporulation protein AB	UPI00040221BE	Priestia megaterium (Bacillus megaterium)	142	1404
UniRef100_A0A7X4Z900	Cluster: Stage V sporulation protein AB	A0A7X4Z900	Lachnospiraceae bacterium	141	1898203
UniRef100_A0A7X2NHZ9	Cluster: Stage V sporulation protein AB	A0A7X2NHZ9	Clostridium porci	147	2605778
UniRef100_A0A3C1I326	Cluster: Stage V sporulation protein AB	A0A3C1I326	Ornithinibacillus sp.	142	1898027
UniRef100_UPI00064DCE38	Cluster: stage V sporulation protein AB	UPI00064DCE38	Ornithinibacillus californiensis	142	161536
UniRef100_A0A317KYM7	Cluster: Stage V sporulation protein AB	A0A317KYM7	Gracilibacillus dipsosauri	142	178340
UniRef100_A0A7X8JQS1	Cluster: Stage V sporulation protein AB	A0A7X8JQS1	Epulopiscium sp.	143	2384
