Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_UPI00148C1F2E	Cluster: stage V sporulation protein AA	UPI00148C1F2E	Paenibacillus alvei (Bacillus alvei)	216	44250
UniRef100_UPI001A7EA00F	Cluster: stage V sporulation protein AA	UPI001A7EA00F	Bacillus cereus group sp. N21	198	2794591
UniRef100_UPI0015645CE9	Cluster: stage V sporulation protein AA	UPI0015645CE9	Paenibacillus tritici	219	1873425
UniRef100_A0A1M7PSE5	Cluster: Stage V sporulation protein AA	A0A1M7PSE5	Gracilibacillus kekensis	205	1027249
UniRef100_E0RD96	Cluster: Stage V sporulation protein AA	E0RD96	Paenibacillus polymyxa (strain E681)	217	349520
UniRef100_A0A0L0QQC2	Cluster: Stage V sporulation protein AA	A0A0L0QQC2; UPI001F4266AC	Virgibacillus pantothenticus	209	1473
UniRef100_UPI001AE1237B	Cluster: stage V sporulation protein AA	UPI001AE1237B	Paenibacillus silagei	221	1670801
UniRef100_UPI001BC976CC	Cluster: stage V sporulation protein AA	UPI001BC976CC	unclassified Bacillus (in: Bacteria)	205	185979
UniRef100_UPI0018D04DF6	Cluster: stage V sporulation protein AA	UPI0018D04DF6	Halobacillus sp. KCTC 3957	205	2755037
UniRef100_A0A1M6NHH9	Cluster: Stage V sporulation protein AA	A0A1M6NHH9	Hespellia stercorisuis DSM 15480	221	1121950
UniRef100_A0A415N155	Cluster: Stage V sporulation protein AA	A0A415N155	Dorea formicigenerans	224	39486
UniRef100_UPI0004715BAB	Cluster: stage V sporulation protein AA	UPI0004715BAB	Paenibacillus zanthoxyli	218	369399
UniRef100_A0A174CH09	Cluster: Stage V sporulation protein AA	A0A174CH09; A0A1C5KXM4; R6MGT9	Coprococcus comes; uncultured Coprococcus sp.; Coprococcus comes CAG:19	211	410072; 458253; 1263070
UniRef100_A0A853QAK2	Cluster: Stage V sporulation protein AA	A0A853QAK2; UPI0013557855	Paenibacillus polymyxa (Bacillus polymyxa); Paenibacillus sp. OT2-17	217	1406; 2691605
UniRef100_A0A094WDI4	Cluster: Stage V sporulation protein AA	A0A094WDI4	Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604	202	1218173
UniRef100_A0A1R1EV53	Cluster: Stage V sporulation protein AA	A0A1R1EV53	Paenibacillus rhizosphaerae	213	297318
UniRef100_W7YDG9	Cluster: Stage V sporulation protein AA	W7YDG9	Paenibacillus pini JCM 16418	212	1236976
UniRef100_A0A1B8UW85	Cluster: Stage V sporulation protein AA	A0A1B8UW85; A0A1E1VHS6	Paenibacillus sp. KS1; Paenibacillus sp. NAIST15-1	216	1849249; 1605994
UniRef100_A0A544VFW0	Cluster: Stage V sporulation protein AA	A0A544VFW0	Paenibacillus sp. SDF0028	216	2133754
UniRef100_A0A417FRT0	Cluster: Stage V sporulation protein AA	A0A417FRT0	Firmicutes bacterium AM31-12AC	221	2292892
UniRef100_A0A1Y4KZY2	Cluster: Stage V sporulation protein AA	A0A1Y4KZY2	Lachnoclostridium sp. An181	221	1965575
UniRef100_UPI000C249A19	Cluster: stage V sporulation protein AA	UPI000C249A19	Bacillus sp. FJAT-44742	199	2014005
UniRef100_UPI00126715C3	Cluster: stage V sporulation protein AA	UPI00126715C3	Paenibacillus cellulositrophicus	213	562959
UniRef100_UPI001107E5C0	Cluster: stage V sporulation protein AA	UPI001107E5C0	Paenibacillus pinistramenti	216	1768003
UniRef100_UPI001C201503	Cluster: stage V sporulation protein AA	UPI001C201503	Paenibacillus sp. SM 69	213	2594886
UniRef100_A0A443J3Z6	Cluster: Stage V sporulation protein AA	A0A443J3Z6	Siminovitchia fortis	206	254758
UniRef100_UPI001AE3B01D	Cluster: stage V sporulation protein AA	UPI001AE3B01D	Paenibacillus sediminis	213	664909
UniRef100_A0A3R6DLZ0	Cluster: Stage V sporulation protein AA	A0A3R6DLZ0	Coprococcus comes	211	410072
UniRef100_UPI00164C19E6	Cluster: stage V sporulation protein AA	UPI00164C19E6	Ruminococcus sp. NSJ-13	221	2763065
UniRef100_UPI0018CEEF5D	Cluster: stage V sporulation protein AA	UPI0018CEEF5D	Paenibacillus alvei (Bacillus alvei)	216	44250
UniRef100_A0A893W852	Cluster: Stage V sporulation protein AA	A0A893W852; C0BDP2	Coprococcus comes; Coprococcus comes ATCC 27758	211	410072; 470146
UniRef100_UPI00189869CC	Cluster: stage V sporulation protein AA	UPI00189869CC	Coprococcus comes	211	410072
UniRef100_UPI0013D6C4AB	Cluster: stage V sporulation protein AA	UPI0013D6C4AB	Halobacillus ihumii	205	2686092
UniRef100_UPI00189B12E1	Cluster: stage V sporulation protein AA	UPI00189B12E1	Coprococcus comes	211	410072
UniRef100_A0A3N6BT17	Cluster: SporV_AA domain-containing protein	A0A3N6BT17	Priestia endophytica	192	135735
UniRef100_A0A2N5NIT4	Cluster: Stage V sporulation protein AA	A0A2N5NIT4	Ruminococcus gnavus	221	33038
UniRef100_UPI0013E9884C	Cluster: stage V sporulation protein AA	UPI0013E9884C	Paenibacillus chitinolyticus	212	79263
UniRef100_A0A414LWA6	Cluster: Stage V sporulation protein AA	A0A414LWA6	Roseburia inulinivorans	215	360807
UniRef100_A0A3S4PXL0	Cluster: Stage V sporulation protein AA	A0A3S4PXL0	Bacillus freudenreichii	207	1783501
UniRef100_A0A396PST9	Cluster: Stage V sporulation protein AA	A0A396PST9	Firmicutes bacterium OM07-11	221	2292900
UniRef100_UPI001896CD70	Cluster: stage V sporulation protein AA	UPI001896CD70	Coprococcus comes	211	410072
UniRef100_V9W4N7	Cluster: Stage V sporulation-like protein AA	V9W4N7; A0A2A5K4J7; A0A1V0UXC2; A0A2L1TYG6; W2E2K9	Paenibacillus larvae subsp. larvae DSM 25430; Paenibacillus larvae subsp. larvae (strain NRRL B-3650 / LMG 16245); Paenibacillus larvae subsp. pulvifaciens; Paenibacillus larvae subsp. larvae; Paenibacillus larvae subsp. larvae DSM 25719	214	697284; 741161; 1477; 147375; 697286
UniRef100_A0A259TAS4	Cluster: Stage V sporulation protein AA	A0A259TAS4	Paenibacillus sp. XY044	213	2026089
UniRef100_A0A494ZWY2	Cluster: Stage V sporulation protein AA	A0A494ZWY2; A0A4Q8TWT5	Ruminococcus sp. B05; Mediterraneibacter sp. gm002	221	2448031; 2527876
UniRef100_UPI000985F705	Cluster: stage V sporulation protein AA	UPI000985F705	Virgibacillus pantothenticus	209	1473
UniRef100_A0A1X7D1Q7	Cluster: Stage V sporulation protein AA	A0A1X7D1Q7	Priestia filamentosa	192	1402861
UniRef100_A5KLS7	Cluster: Stage V sporulation protein AA	A5KLS7	[Ruminococcus] torques ATCC 27756	220	411460
UniRef100_A0A2S7N4H2	Cluster: Stage V sporulation protein AA	A0A2S7N4H2	Pradoshia eiseniae	205	2064768
UniRef100_A0A395XMI0	Cluster: Stage V sporulation protein AA	A0A395XMI0	Dorea formicigenerans	224	39486
UniRef100_UPI0004B3D321	Cluster: stage V sporulation protein AA	UPI0004B3D321	Paucisalibacillus sp. EB02	206	1347087
UniRef100_A0A5D0CV28	Cluster: Stage V sporulation protein AA	A0A5D0CV28	Paenibacillus faecis	217	862114
UniRef100_A0A174ALN5	Cluster: Stage V sporulation protein AA	A0A174ALN5; A0A1C5W422; R5QDA4; F3ATH9; A0A355NN59; A0A828SZS3	[Ruminococcus] torques; uncultured Ruminococcus sp.; [Ruminococcus] torques CAG:61; Lachnospiraceae bacterium 3_1_46FAA; Lachnospiraceae bacterium; Lachnospiraceae bacterium 1_1_57FAA	220	33039; 165186; 1263108; 665950; 1898203; 658081
UniRef100_UPI00096D4B78	Cluster: stage V sporulation protein AA	UPI00096D4B78	Paenibacillus peoriae	217	59893
UniRef100_A0A0D1W0I0	Cluster: Putative stage V sporulation protein AA	A0A0D1W0I0	Aneurinibacillus migulanus (Bacillus migulanus)	204	47500
UniRef100_C0FUN9	Cluster: SporV_AA domain-containing protein	C0FUN9; A0A3D5LDE2; A0A1Q6T5N8	Roseburia inulinivorans DSM 16841; Roseburia sp.; Roseburia inulinivorans	215	622312; 2049040; 360807
UniRef100_R5HLE9	Cluster: SporV_AA domain-containing protein	R5HLE9; A0A0M6WIJ1	Roseburia inulinivorans CAG:15; Roseburia inulinivorans	215	1263105; 360807
UniRef100_A0A8I1LPK6	Cluster: Stage V sporulation protein AA	A0A8I1LPK6	Paenibacillus polymyxa (Bacillus polymyxa)	217	1406
UniRef100_UPI000E3B90F8	Cluster: stage V sporulation protein AA	UPI000E3B90F8	Paraliobacillus quinghaiensis	204	470815
UniRef100_A0A265NFK3	Cluster: Stage V sporulation protein AA	A0A265NFK3	Virgibacillus indicus	205	2024554
UniRef100_A0A839TLQ1	Cluster: Stage V sporulation protein AA	A0A839TLQ1	Paenibacillus rhizosphaerae	213	297318
UniRef100_A0A428N101	Cluster: Stage V sporulation protein AA	A0A428N101	Salibacterium salarium	214	284579
UniRef100_A0A838CPP9	Cluster: Stage V sporulation protein AA	A0A838CPP9	Halobacillus locisalis	205	220753
UniRef100_UPI0015E22469	Cluster: stage V sporulation protein AA	UPI0015E22469	Paenibacillus sp. UNC499MF	213	1502751
UniRef100_K5AAQ2	Cluster: Stage V sporulation protein AA	K5AAQ2	Paenibacillus alvei (strain ATCC 6344 / DSM 29 / NBRC 3343 / NCIMB 9371 / NCTC 6352) (Bacillus alvei)	216	1206781
UniRef100_UPI001BC9C36D	Cluster: stage V sporulation protein AA	UPI001BC9C36D	Bacillus sp. FJAT-49731	205	2833584
UniRef100_A0A0K2FA69	Cluster: Stage V sporulation protein AA	A0A0K2FA69; A0A8I1XX14	Paenibacillus peoriae; Paenibacillus sp. PvR133	217	59893; 2806598
UniRef100_A0A848CM58	Cluster: Stage V sporulation protein AA	A0A848CM58	Dorea formicigenerans	224	39486
UniRef100_A0A417BKH1	Cluster: Stage V sporulation protein AA	A0A417BKH1	Firmicutes bacterium AM43-11BH	221	2292895
UniRef100_UPI0007E9D41A	Cluster: stage V sporulation protein AA	UPI0007E9D41A	Paenibacillus polymyxa (Bacillus polymyxa)	217	1406
UniRef100_UPI0007ABE535	Cluster: stage V sporulation protein AA	UPI0007ABE535	Paenibacillus jamilae	217	114136
UniRef100_UPI001C30FC1A	Cluster: stage V sporulation protein AA	UPI001C30FC1A	Paenibacillus sp. GbtcB18	212	2824763
UniRef100_A0A4Q9DTY5	Cluster: Stage V sporulation protein AA	A0A4Q9DTY5	Paenibacillus thalictri	218	2527873
UniRef100_UPI000B595123	Cluster: stage V sporulation protein AA	UPI000B595123	Paenibacillus tyrfis	213	1501230
UniRef100_UPI001C2CEDDC	Cluster: stage V sporulation protein AA	UPI001C2CEDDC	unclassified Bacillus (in: Bacteria)	198	185979
UniRef100_A0A414KF34	Cluster: Stage V sporulation protein AA	A0A414KF34	Blautia obeum	213	40520
UniRef100_UPI0018979074	Cluster: stage V sporulation protein AA	UPI0018979074	Coprococcus comes	211	410072
UniRef100_UPI0015707AB2	Cluster: stage V sporulation protein AA	UPI0015707AB2	Coprococcus comes	211	410072
UniRef100_UPI000404E20E	Cluster: stage V sporulation protein AA	UPI000404E20E	Weizmannia coagulans (Bacillus coagulans)	206	1398
UniRef100_UPI00192A21B6	Cluster: stage V sporulation protein AA	UPI00192A21B6	Caldibacillus pasinlerensis	242	2703818
UniRef100_UPI001C4777CA	Cluster: stage V sporulation protein AA	UPI001C4777CA	Paenibacillus chitinolyticus	212	79263
UniRef100_A0A074LDS9	Cluster: Stage V sporulation protein AA	A0A074LDS9; A0A7H0Y3T3	Paenibacillus polymyxa (Bacillus polymyxa); Paenibacillus peoriae	217	1406; 59893
UniRef100_UPI0009688575	Cluster: stage V sporulation protein AA	UPI0009688575	Coprococcus comes	211	410072
UniRef100_A0A1I0VB91	Cluster: Stage V sporulation protein AA	A0A1I0VB91	Lentibacillus halodurans	205	237679
UniRef100_A0A3E4V6U2	Cluster: Stage V sporulation protein AA	A0A3E4V6U2; A0A354PWK6	Ruminococcus gnavus; Ruminococcus sp.	221	33038; 41978
UniRef100_A0A2N5NPY7	Cluster: Stage V sporulation protein AA	A0A2N5NPY7; A0A1C5Z269; A0A3A6GJ17; F7JXW6; A7B0K7; UPI001D024B60	Ruminococcus gnavus; uncultured Ruminococcus sp.; Lachnospiraceae bacterium TM07-2AC; Lachnospiraceae bacterium 2_1_58FAA; Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9); Erysipelatoclostridium ramosum	221	33038; 165186; 2302966; 658082; 411470; 1547
UniRef100_UPI0004B350E8	Cluster: stage V sporulation protein AA	UPI0004B350E8	Gorillibacterium massiliense	220	1280390
UniRef100_UPI001107B56D	Cluster: stage V sporulation protein AA	UPI001107B56D	Aquibacillus sediminis	210	2574734
UniRef100_U2B3D3	Cluster: SporV_AA domain-containing protein	U2B3D3	Clostridium sp. KLE 1755	210	1226325
UniRef100_A0A1C5M0L7	Cluster: Stage V sporulation protein AA	A0A1C5M0L7	uncultured Clostridium sp.	220	59620
UniRef100_A0A2N5PNP8	Cluster: Stage V sporulation protein AA	A0A2N5PNP8	Ruminococcus gnavus	221	33038
UniRef100_A0A7U9SAH0	Cluster: SporV_AA domain-containing protein	A0A7U9SAH0	Lachnospiraceae bacterium	215	1898203
UniRef100_A0A2N9Z0S9	Cluster: Stage V sporulation protein AA	A0A2N9Z0S9; A0A2K1EJE6; A0A2S6NUU4	Paenibacillus polymyxa (Bacillus polymyxa); Paenibacillus sp. F4; Paenibacillus peoriae	217	1406; 357385; 59893
UniRef100_R9MB55	Cluster: SporV_AA domain-containing protein	R9MB55	Lachnospiraceae bacterium MD308	224	1235799
UniRef100_Q3EM96	Cluster: Stage V sporulation protein AA	Q3EM96	Bacillus thuringiensis serovar israelensis ATCC 35646	206	339854
UniRef100_A0A4P6ETI6	Cluster: Stage V sporulation protein AA	A0A4P6ETI6	Paenibacillus protaetiae	213	2509456
UniRef100_A0A2N5Q071	Cluster: Stage V sporulation protein AA	A0A2N5Q071; R5TVN6	Ruminococcus gnavus; [Ruminococcus] gnavus CAG:126	221	33038; 1263106
UniRef100_A0A0F7FFC6	Cluster: Stage V sporulation protein AA	A0A0F7FFC6	Paenibacillus durus ATCC 35681	218	1333534
UniRef100_UPI001B171D6E	Cluster: stage V sporulation protein AA	UPI001B171D6E	Paenibacillus sp. J53TS2	213	2807197
UniRef100_A0A0K9GJD1	Cluster: Stage V sporulation protein AA	A0A0K9GJD1	Bacillus sp. FJAT-27916	205	1679169
UniRef100_A0A1I4DGW7	Cluster: Stage V sporulation protein AA	A0A1I4DGW7	Paenibacillus sp. 1_12	212	1566278
UniRef100_N2A2C6	Cluster: SporV_AA domain-containing protein	N2A2C6	Schaedlerella arabinosiphila	221	2044587
UniRef100_A0A7X3CXB6	Cluster: Stage V sporulation protein AA	A0A7X3CXB6	Paenibacillus timonensis	213	225915
UniRef100_W4VD18	Cluster: Stage V sporulation protein AA	W4VD18	Gracilibacillus boraciitolerans JCM 21714	205	1298598
UniRef100_S9SSQ2	Cluster: Stage V sporulation protein AA	S9SSQ2	Paenibacillus alvei TS-15	216	1117108
UniRef100_A0A2N5PGE6	Cluster: Stage V sporulation protein AA	A0A2N5PGE6	Ruminococcus gnavus	221	33038
UniRef100_A0A5S3QJX5	Cluster: Stage V sporulation protein AA	A0A5S3QJX5	Lentibacillus cibarius	205	2583219
UniRef100_A0A351UWT3	Cluster: Stage V sporulation protein AA	A0A351UWT3	Lachnospiraceae bacterium	228	1898203
UniRef100_UPI0018CC125A	Cluster: stage V sporulation protein AA	UPI0018CC125A	Oceanobacillus salinisoli	206	2678611
UniRef100_UPI00166DD7FC	Cluster: stage V sporulation protein AA	UPI00166DD7FC	Pontibacillus salipaludis	209	1697394
UniRef100_A0A081P633	Cluster: Stage V sporulation protein AA	A0A081P633	Paenibacillus tyrfis	213	1501230
UniRef100_A0A829NTU4	Cluster: SporV_AA domain-containing protein	A0A829NTU4	[Ruminococcus] gnavus CC55_001C	221	1073375
UniRef100_UPI001668E66D	Cluster: stage V sporulation protein AA	UPI001668E66D	Oceanobacillus indicireducens	202	1004261
UniRef100_UPI000F474725	Cluster: stage V sporulation protein AA	UPI000F474725	Virgibacillus sp. LJ137	205	2293253
UniRef100_A0A3M7TWA2	Cluster: Stage V sporulation protein AA	A0A3M7TWA2	Bacillus sp. KQ-3	208	2483800
UniRef100_UPI001C124AB9	Cluster: stage V sporulation protein AA	UPI001C124AB9	Paenibacillus sp. MSJ-6	223	2841508
UniRef100_UPI0006D246D9	Cluster: stage V sporulation protein AA	UPI0006D246D9	Mediterraneibacter glycyrrhizinilyticus	221	342942
UniRef100_A0A2A2IDV5	Cluster: Stage V sporulation protein AA	A0A2A2IDV5; UPI001F0AF51C	Virgibacillus profundi	205	2024555
UniRef100_UPI001BB40A92	Cluster: stage V sporulation protein AA	UPI001BB40A92	Paenibacillus antibioticophila	221	1274374
UniRef100_A0A849XN15	Cluster: Stage V sporulation protein AA	A0A849XN15	Coprococcus comes	211	410072
UniRef100_A0A1H8NC68	Cluster: Stage V sporulation protein AA	A0A1H8NC68	Paenibacillus sophorae	218	1333845
UniRef100_UPI00166BADBB	Cluster: stage V sporulation protein AA	UPI00166BADBB	Paenibacillus albidus	218	2041023
UniRef100_UPI001CD56A32	Cluster: stage V sporulation protein AA	UPI001CD56A32	Halobacillus yeomjeoni	205	311194
UniRef100_UPI0010A8EC66	Cluster: stage V sporulation protein AA	UPI0010A8EC66	Paenibacillus dokdonensis	213	2567944
UniRef100_A0A426DBQ5	Cluster: Stage V sporulation protein AA	A0A426DBQ5	Schaedlerella arabinosiphila	221	2044587
UniRef100_A0A3N9P9I5	Cluster: Stage V sporulation protein AA	A0A3N9P9I5	Paenibacillus sp. 7197	217	1850366
UniRef100_UPI000A27C59F	Cluster: stage V sporulation protein AA	UPI000A27C59F	Paenibacillus sp. 32O-W	216	1695218
UniRef100_A0A7X5EJY7	Cluster: Stage V sporulation protein AA	A0A7X5EJY7	Lachnospiraceae bacterium	221	1898203
UniRef100_A0A5C4TE48	Cluster: Stage V sporulation protein AA	A0A5C4TE48	Paenibacillus hemerocallicola	232	1172614
UniRef100_UPI0006D78D25	Cluster: stage V sporulation protein AA	UPI0006D78D25	Paenibacillus ihumii	213	687436
UniRef100_UPI001B00290A	Cluster: stage V sporulation protein AA	UPI001B00290A	Paenibacillus vini	215	1476024
UniRef100_A0A1Q6KWI3	Cluster: Stage V sporulation protein AA	A0A1Q6KWI3	Clostridiales bacterium 41_12_two_minus	212	1897043
UniRef100_A0A845DPW1	Cluster: Stage V sporulation protein AA	A0A845DPW1	Halobacillus litoralis	205	45668
UniRef100_UPI001266AFF6	Cluster: stage V sporulation protein AA	UPI001266AFF6	Paenibacillus brasilensis	217	128574
UniRef100_UPI000472F329	Cluster: stage V sporulation protein AA	UPI000472F329	Paenibacillus forsythiae	216	365616
UniRef100_A0A5M9HYV8	Cluster: Stage V sporulation protein AA	A0A5M9HYV8; A0A1Y4AXP3	Mediterraneibacter catenae; Lachnoclostridium sp. An298	221	2594882; 1965627
UniRef100_A0A174AUE2	Cluster: Stage V sporulation protein AA	A0A174AUE2	Roseburia inulinivorans	215	360807
UniRef100_A0A354D2E1	Cluster: Stage V sporulation protein AA	A0A354D2E1	Lachnospiraceae bacterium	212	1898203
UniRef100_A0A1S2M3S4	Cluster: Stage V sporulation protein AA	A0A1S2M3S4	Anaerobacillus isosaccharinicus	198	1532552
UniRef100_A0A6B9YDK7	Cluster: Stage V sporulation protein AA	A0A6B9YDK7	Virgibacillus sp. MSP4-1	205	2700081
UniRef100_UPI0013DE9B80	Cluster: stage V sporulation protein AA	UPI0013DE9B80	Virgibacillus doumboii	206	2697503
UniRef100_UPI001B387CE1	Cluster: stage V sporulation protein AA	UPI001B387CE1	Paenibacillus sp. Marseille-P2973	215	1871032
UniRef100_A0A089HNK0	Cluster: Stage V sporulation protein AA	A0A089HNK0	Paenibacillus durus (Paenibacillus azotofixans)	218	44251
UniRef100_A0A4S2HD01	Cluster: Stage V sporulation protein AA	A0A4S2HD01	Lachnospiraceae bacterium	215	1898203
UniRef100_A0A6I5SQF3	Cluster: Stage V sporulation protein AA	A0A6I5SQF3; A0A7Y8S4S5; G2TL03	Weizmannia coagulans (Bacillus coagulans); Bacillus sp.; Weizmannia coagulans 36D1	206	1398; 1409; 345219
UniRef100_UPI001C9AA227	Cluster: stage V sporulation protein AA	UPI001C9AA227	Virgibacillus sp. NKC19-3	205	2831674
UniRef100_A0A374BZV2	Cluster: Stage V sporulation protein AA	A0A374BZV2	Firmicutes bacterium AM41-5BH	221	2292894
UniRef100_A0A1G7F0Q2	Cluster: Stage V sporulation protein AA	A0A1G7F0Q2	Paenibacillus sp. cl6col	216	1761878
UniRef100_UPI00076E303A	Cluster: stage V sporulation protein AA	UPI00076E303A	Weizmannia	206	2817139
UniRef100_R5Y273	Cluster: SporV_AA domain-containing protein	R5Y273; A0A1C5NG09	Firmicutes bacterium CAG:212; uncultured Clostridium sp.	221	1263009; 59620
UniRef100_A0A173T5I9	Cluster: Stage V sporulation protein AA	A0A173T5I9	Roseburia inulinivorans	215	360807
UniRef100_G4NW40	Cluster: Stage V sporulation protein AA	G4NW40	Bacillus spizizenii (strain DSM 15029 / JCM 12233 / NBRC 101239 / NRRL B-23049 / TU-B-10) (Bacillus subtilis subsp. spizizenii)	194	1052585
UniRef100_R9KGI0	Cluster: SporV_AA domain-containing protein	R9KGI0	Lachnospiraceae bacterium A2	213	397290
UniRef100_UPI000366EBAD	Cluster: stage V sporulation protein AA	UPI000366EBAD	Paenibacillus fonticola	213	379896
UniRef100_A0A6N8FHK0	Cluster: Stage V sporulation protein AA	A0A6N8FHK0; UPI0012D9414E	Ornithinibacillus caprae	205	2678566
UniRef100_UPI000ABA24DC	Cluster: stage V sporulation protein AA	UPI000ABA24DC	Cerasibacillus terrae	205	2498845
UniRef100_A0A3C1I3B2	Cluster: Stage V sporulation protein AA	A0A3C1I3B2	Ornithinibacillus sp.	206	1898027
UniRef100_UPI000E3E38AC	Cluster: stage V sporulation protein AA	UPI000E3E38AC	Paraliobacillus sediminis	204	1885916
UniRef100_UPI00166E364C	Cluster: stage V sporulation protein AA	UPI00166E364C	Ornithinibacillus halotolerans	206	1274357
UniRef100_A0A5B8IWL3	Cluster: Stage V sporulation protein AA	A0A5B8IWL3; A0A544X771	Paenibacillus polymyxa (Bacillus polymyxa); Paenibacillus ottowii	217	1406; 2315729
UniRef100_A0A549YL68	Cluster: Stage V sporulation protein AA	A0A549YL68	Lentibacillus cibarius	205	2583219
UniRef100_E9RRI9	Cluster: SporV_AA domain-containing protein	E9RRI9	Lachnospiraceae bacterium 6_1_37FAA	211	658656
UniRef100_A0A0D3V8N2	Cluster: Stage V sporulation protein AA	A0A0D3V8N2	Paenibacillus sp. IHBB 10380	213	1566358
UniRef100_A0A1I0HX69	Cluster: Stage V sporulation protein AA	A0A1I0HX69	Salinibacillus kushneri	204	237682
UniRef100_UPI001BA47E15	Cluster: stage V sporulation protein AA	UPI001BA47E15	Ornithinibacillus massiliensis	206	1944633
UniRef100_A0A1G4P5H3	Cluster: Stage V sporulation protein AA	A0A1G4P5H3	Paenibacillus tianmuensis	213	624147
UniRef100_A0A6N8HTM1	Cluster: Stage V sporulation protein AA	A0A6N8HTM1	Lentibacillus sp. JNUCC-1	200	2654513
UniRef100_A0A7X5ITG5	Cluster: Stage V sporulation protein AA	A0A7X5ITG5	Lachnospiraceae bacterium	209	1898203
UniRef100_UPI00164B9244	Cluster: stage V sporulation protein AA	UPI00164B9244	Ornithinibacillus sp. BX22	206	2763055
UniRef100_A0A0W1B0G9	Cluster: Stage V sporulation protein AA	A0A0W1B0G9	Paenibacillus etheri	218	1306852
UniRef100_A0A416HTQ7	Cluster: Stage V sporulation protein AA	A0A416HTQ7	Eisenbergiella sp. OF01-20	210	2292348
UniRef100_A0A3A9FHZ9	Cluster: Stage V sporulation protein AA	A0A3A9FHZ9	bacterium 1XD42-54	207	2320110
UniRef100_R9JWY9	Cluster: SporV_AA domain-containing protein	R9JWY9	Lachnospiraceae bacterium M18-1	221	1235792
UniRef100_UPI0008259767	Cluster: stage V sporulation protein AA	UPI0008259767	Gracilibacillus timonensis	205	1816696
UniRef100_UPI00164EBA79	Cluster: stage V sporulation protein AA	UPI00164EBA79	Hungatella sp. L12	208	2763050
UniRef100_A0A089K058	Cluster: Stage V sporulation protein AA	A0A089K058	Paenibacillus sp. FSL R5-0912	219	1536771
UniRef100_A0A8B3AMV8	Cluster: Stage V sporulation protein AA	A0A8B3AMV8	Dorea formicigenerans	224	39486
UniRef100_UPI001B1BEA6D	Cluster: stage V sporulation protein AA	UPI001B1BEA6D	Paenibacillus woosongensis	213	307580
UniRef100_G4EU89	Cluster: Stage V sporulation protein AA	G4EU89	Bacillus subtilis subsp. subtilis str. SC-8	194	1089443
UniRef100_UPI00082F2EC0	Cluster: stage V sporulation protein AA	UPI00082F2EC0	Bariatricus massiliensis	222	1745713
UniRef100_A0A5C8P2P5	Cluster: Stage V sporulation protein AA	A0A5C8P2P5	Cerasibacillus terrae	216	2498845
UniRef100_UPI00193BF001	Cluster: stage V sporulation protein AA	UPI00193BF001	Bacillus sp. REN10	207	2782541
UniRef100_UPI0005CB3591	Cluster: stage V sporulation protein AA	UPI0005CB3591	Paenibacillus antibioticophila	221	1274374
UniRef100_UPI000BB97433	Cluster: stage V sporulation protein AA	UPI000BB97433	Paucisalibacillus globulus	206	351095
UniRef100_UPI0019579890	Cluster: stage V sporulation protein AA	UPI0019579890	Gracilibacillus alcaliphilus	205	1401441
UniRef100_A0A3B0CIW4	Cluster: Stage V sporulation protein AA	A0A3B0CIW4	Paenibacillus ginsengarvi	226	400777
UniRef100_UPI001C55920D	Cluster: stage V sporulation protein AA	UPI001C55920D	Bacillus toyonensis	199	155322
UniRef100_A0A6M1U8M7	Cluster: Stage V sporulation protein AA	A0A6M1U8M7; UPI0019CFDD80	Brevibacillus sp. SYP-B805	203	1578199
UniRef100_X5A185	Cluster: Stage V sporulation protein AA	X5A185	Paenibacillus sabinae T27	217	1268072
UniRef100_UPI0011A7BD3E	Cluster: stage V sporulation protein AA	UPI0011A7BD3E	Paenibacillus xylanexedens	218	528191
UniRef100_A0A3A6CHF7	Cluster: Stage V sporulation protein AA	A0A3A6CHF7	Coprococcus sp. AF27-8	211	2302946
UniRef100_A0A1C5XGH0	Cluster: Stage V sporulation protein AA	A0A1C5XGH0; UPI001D09679B	uncultured Clostridium sp.; Streptococcus gordonii	228	59620; 1302
UniRef100_UPI00035F82D6	Cluster: stage V sporulation protein AA	UPI00035F82D6	Weizmannia coagulans (Bacillus coagulans)	206	1398
UniRef100_R6QND5	Cluster: SporV_AA domain-containing protein	R6QND5; A0A413J7U4	Clostridium nexile CAG:348; Tyzzerella nexilis	221	1263069; 29361
UniRef100_UPI0018A0897B	Cluster: stage V sporulation protein AA	UPI0018A0897B	Coprococcus comes	211	410072
UniRef100_A0A4R3L2N5	Cluster: Stage V sporulation protein AA	A0A4R3L2N5	Hazenella coriacea	208	1179467
UniRef100_A0A1H4CFZ0	Cluster: Stage V sporulation protein AA	A0A1H4CFZ0	Thalassobacillus cyri	207	571932
UniRef100_UPI001BE73017	Cluster: stage V sporulation protein AA	UPI001BE73017	Paenibacillus albidus	218	2041023
UniRef100_UPI000C07904C	Cluster: stage V sporulation protein AA	UPI000C07904C	Virgibacillus ndiopensis	205	2004408
UniRef100_UPI000DA602C5	Cluster: stage V sporulation protein AA	UPI000DA602C5	Paenibacillus bouchesdurhonensis	213	1870990
UniRef100_UPI001BC9C7F0	Cluster: stage V sporulation protein AA	UPI001BC9C7F0	Lederbergia citrisecundus	206	2833583
