Cluster ID	Cluster name	Cluster members	Organisms	Length	Size	Organism IDs
UniRef100_A0A1E5LCD6	Cluster: Stage V sporulation protein AC	A0A1E5LCD6	Bacillus solimangrovi	161	1	1305675
UniRef100_A0A846J7B6	Cluster: Stage V sporulation protein AC	A0A846J7B6; B1L0C8	Clostridium botulinum; Clostridium botulinum (strain Loch Maree / Type A3)	151	2	1491; 498214
UniRef100_K6BW01	Cluster: Stage V sporulation protein AC	K6BW01	Schinkia azotoformans LMG 9581	153	1	1131731
UniRef100_A0A1M4UHJ5	Cluster: Stage V sporulation protein AC	A0A1M4UHJ5	Clostridium fallax	157	1	1533
UniRef100_R1AWI1	Cluster: Stage V sporulation protein AC (SpoVAC)	R1AWI1	Caldisalinibacter kiritimatiensis	147	1	1304284
UniRef100_A0A7X0RQS2	Cluster: Stage V sporulation protein AC	A0A7X0RQS2	Cohnella nanjingensis	157	1	1387779
UniRef100_R6N349	Cluster: Stage V sporulation protein AC	R6N349; A0A3D1PMB7	Clostridium sp. CAG:343; Clostridiales bacterium	154	2	1262796; 1898207
UniRef100_UPI0013D67FF4	Cluster: stage V sporulation protein AC	UPI0013D67FF4	Clostridium sporogenes	151	1	1509
UniRef100_B9MQC7	Cluster: Stage V sporulation protein AC	B9MQC7	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) (Anaerocellum thermophilum)	152	1	521460
UniRef100_UPI001C38204C	Cluster: stage V sporulation protein AC	UPI001C38204C	Clostridium tyrobutyricum	159	1	1519
UniRef100_A0A0F5PMA6	Cluster: Spore formation protein spoVAC	A0A0F5PMA6; A0A357VKH1; Q8RAA5	Caldanaerobacter subterraneus subsp. pacificus DSM 12653; Caldanaerobacter subterraneus; Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	163	3	391606; 911092; 273068
UniRef100_A0A285RH69	Cluster: Stage V sporulation protein AC	A0A285RH69	Ureibacillus xyleni	151	1	614648
UniRef100_A0A806LKK0	Cluster: Stage V sporulation protein AC	A0A806LKK0; A0A2S0K4I3; A0A4U2ZGB9	Lysinibacillus varians; Lysinibacillus sphaericus (Bacillus sphaericus); Lysinibacillus mangiferihumi	151	3	1145276; 1421; 1130819
UniRef100_T0N538	Cluster: Uncharacterized protein	T0N538	Clostridium sp. BL8	150	1	1354301
UniRef100_A0A0U5NV78	Cluster: SpoVA protein	A0A0U5NV78	Clostridium sp. C105KSO13	152	1	1776045
UniRef100_UPI00047E1B4D	Cluster: stage V sporulation protein AC	UPI00047E1B4D	Clostridiisalibacter paucivorans	147	1	408753
UniRef100_UPI00166E4FFC	Cluster: stage V sporulation protein AC	UPI00166E4FFC	Sporolactobacillus putidus	149	1	492735
UniRef100_UPI001781581B	Cluster: stage V sporulation protein AC	UPI001781581B	Solibacillus sp. A46	151	1	2762221
UniRef100_UPI000832FE73	Cluster: stage V sporulation protein AC	UPI000832FE73	Alicyclobacillus kakegawensis	152	1	392012
UniRef100_A0A658JG01	Cluster: Stage V sporulation protein AC (Fragment)	A0A658JG01	Butyricicoccus sp. 1XD8-22	149	1	2320083
UniRef100_A0A6M0R630	Cluster: Stage V sporulation protein AC	A0A6M0R630	Clostridium niameyense	151	1	1622073
UniRef100_UPI000BE46E0C	Cluster: stage V sporulation protein AC	UPI000BE46E0C	Clostridium peptidivorans	151	1	100174
UniRef100_R6ZA20	Cluster: Stage V sporulation protein AC	R6ZA20; A0A1Q6KJ39	Clostridium sp. CAG:356; Clostridium sp. 28_12	154	2	1262800; 1896980
UniRef100_UPI001C0DE305	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001C0DE305	Faecalicatena faecalis	152	1	2726362
UniRef100_UPI001C8B91D3	Cluster: stage V sporulation protein AC	UPI001C8B91D3	unclassified Clostridium	154	1	2614128
UniRef100_UPI00047EFB4C	Cluster: stage V sporulation protein AC	UPI00047EFB4C	Caldanaerobius polysaccharolyticus	151	1	44256
UniRef100_R9N7G8	Cluster: Stage V sporulation protein AC	R9N7G8	Dorea sp. 5-2	153	1	1235798
UniRef100_A0A399IP50	Cluster: Stage V sporulation protein AC	A0A399IP50	Clostridium chromiireducens	159	1	225345
UniRef100_H2JHB4	Cluster: Stage V sporulation protein AC	H2JHB4	Clostridium sp. BNL1100	147	1	755731
UniRef100_UPI00034B91A2	Cluster: stage V sporulation protein AC	UPI00034B91A2	Clostridium celatum	158	1	36834
UniRef100_A0A1G7BPS7	Cluster: Stage V sporulation protein AC	A0A1G7BPS7	Bhargavaea beijingensis	151	1	426756
UniRef100_A0A2I4NKW1	Cluster: Stage V sporulation protein AC	A0A2I4NKW1; A0A0E1KZH9; A0A3F3A2A2	Clostridium botulinum; Clostridium botulinum CDC_1436; Clostridium botulinum (strain 657 / Type Ba4)	151	3	1491; 1408283; 515621
UniRef100_R7LPI6	Cluster: Stage V sporulation protein AC	R7LPI6	Clostridium sp. CAG:389	154	1	1262801
UniRef100_A0A0V0PPV2	Cluster: Stage V sporulation protein AC	A0A0V0PPV2	Alicyclobacillus tengchongensis	152	1	368812
UniRef100_A0A1E8EWD9	Cluster: SpoVA protein	A0A1E8EWD9	Clostridium acetireducens DSM 10703	151	1	1121290
UniRef100_A0A402BPL6	Cluster: Stage V sporulation protein AC	A0A402BPL6	Sporomusaceae bacterium	151	1	1917525
UniRef100_A0A6B4K643	Cluster: Stage V sporulation protein AC	A0A6B4K643	Clostridium botulinum	151	1	1491
UniRef100_A0A1I2KBA3	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A1I2KBA3; A0A0E2HDC4; R0DFE0; R7PHX3	Enterocloster clostridioformis; [Clostridium] clostridioforme 90A8; [Clostridium] clostridioforme 90A6; Clostridium clostridioforme CAG:511	151	4	1531; 999408; 999406; 1263066
UniRef100_UPI000D20335E	Cluster: stage V sporulation protein AC	UPI000D20335E	Clostridium botulinum	151	1	1491
UniRef100_A0A385YU83	Cluster: Stage V sporulation protein AC	A0A385YU83	Paenisporosarcina sp. K2R23-3	150	1	2320858
UniRef100_L1Q4Y4	Cluster: Stage V sporulation protein AC	L1Q4Y4; UPI001F2ABF20	Clostridium celatum DSM 1785; Clostridium celatum	161	2	545697; 36834
UniRef100_A0A374X3G5	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A374X3G5; A0A391PLJ9; A0A412ZXX7	Dorea sp. OM02-2LB; Mediterraneibacter butyricigenes; Ruminococcus sp. AF14-10	150	3	2292347; 2316025; 2292247
UniRef100_A0A2G7HJ09	Cluster: Stage V sporulation protein AC	A0A2G7HJ09	Clostridium combesii	151	1	39481
UniRef100_A0A7R7EKA8	Cluster: Stage V sporulation protein AC	A0A7R7EKA8	Lachnospiraceae bacterium TB5	169	1	2785025
UniRef100_A0A2I4NDQ3	Cluster: Stage V sporulation protein AC	A0A2I4NDQ3; A0A0E1KTV3; C1FQZ7; A0A3F2ZQZ3; M1ZV14; UPI0002DF0E65; UPI001C9B8AA9	Clostridium botulinum; Clostridium botulinum CDC_1436; Clostridium botulinum (strain Kyoto / Type A2); Clostridium botulinum (strain 657 / Type Ba4); Clostridium botulinum CFSAN001627	159	7	1491; 1408283; 536232; 515621; 1232189
UniRef100_A0A1C6IH51	Cluster: Stage V sporulation protein AC	A0A1C6IH51; A0A417CR58	uncultured Blautia sp.; Ruminococcus sp. AM42-11	156	2	765821; 2292372
UniRef100_UPI0011A6DBF1	Cluster: stage V sporulation protein AC	UPI0011A6DBF1	Bacillus sp. FJAT-22090	151	1	1581038
UniRef100_A0A6P1AUU8	Cluster: Stage V sporulation protein AC	A0A6P1AUU8	bacterium LRH843	175	1	2681972
UniRef100_A0A1J1CS81	Cluster: Stage V sporulation protein AC	A0A1J1CS81	Clostridium sporogenes	151	1	1509
UniRef100_B2A4Z1	Cluster: Stage V sporulation protein AC	B2A4Z1	Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)	155	1	457570
UniRef100_A0A2C6MJL2	Cluster: Stage V sporulation protein AC	A0A2C6MJL2	Desulfotomaculum profundi	159	1	1383067
UniRef100_S0IVK8	Cluster: Stage V sporulation protein AC	S0IVK8; UPI0018C9AEAA	Eubacterium sp. 14-2	159	2	1235790
UniRef100_A0A174H2G9	Cluster: SpoVA protein	A0A174H2G9; A0A0U5PBM0	Enterocloster clostridioformis; Clostridium sp. C105KSO14	151	2	1531; 1776046
UniRef100_A0A6M0YMV5	Cluster: Stage V sporulation protein AC	A0A6M0YMV5	Clostridium botulinum	152	1	1491
UniRef100_UPI000A8A043B	Cluster: stage V sporulation protein AC	UPI000A8A043B	Massilibacillus massiliensis	153	1	1806837
UniRef100_UPI00119CD7DB	Cluster: stage V sporulation protein AC	UPI00119CD7DB	Bacillaceae	151	1	186817
UniRef100_UPI000D3DC1B2	Cluster: stage V sporulation protein AC	UPI000D3DC1B2	Lysinibacillus parviboronicapiens	151	1	436516
UniRef100_UPI0009344E62	Cluster: stage V sporulation protein AC	UPI0009344E62	Paramaledivibacter caminithermalis	148	1	191027
UniRef100_A0A1Q6JX83	Cluster: Stage V sporulation protein AC	A0A1Q6JX83	Clostridium sp. 26_21	154	1	1896977
UniRef100_A0A1I5HV13	Cluster: Stage V sporulation protein AC	A0A1I5HV13	Anaerocolumna aminovalerica	171	1	1527
UniRef100_UPI001AE1EDC1	Cluster: stage V sporulation protein AC	UPI001AE1EDC1	Clostridium moniliforme	156	1	39489
UniRef100_UPI001D0B3F6A	Cluster: stage V sporulation protein AC	UPI001D0B3F6A	Jeotgalibacillus sp. T12	153	1	2763266
UniRef100_UPI000C23DF5B	Cluster: stage V sporulation protein AC	UPI000C23DF5B	Bacillus sp. FJAT-45037	151	1	2011007
UniRef100_R6GN97	Cluster: Stage V sporulation protein AC	R6GN97	Clostridium sp. CAG:221	157	1	1262780
UniRef100_A0A173UCA1	Cluster: Stage V sporulation protein AC	A0A173UCA1; A0A1C5RYV4; R5BZM0; C0CPF6	Blautia hydrogenotrophica; uncultured Blautia sp.; Blautia hydrogenotrophica CAG:147; Blautia hydrogenotrophica (strain DSM 10507 / JCM 14656 / S5a33) (Ruminococcus hydrogenotrophicus)	159	4	53443; 765821; 1263061; 476272
UniRef100_A0A2K9MWW0	Cluster: Stage V sporulation protein AC	A0A2K9MWW0	Clostridium sporogenes	151	1	1509
UniRef100_UPI0005A63AA1	Cluster: stage V sporulation protein AC	UPI0005A63AA1	Bacillus ndiopicus	151	1	1347368
UniRef100_A0A7X8QMY8	Cluster: Stage V sporulation protein AC	A0A7X8QMY8	Epulopiscium sp.	148	1	2384
UniRef100_A0A2T0B022	Cluster: SpoVA protein	A0A2T0B022	Clostridium liquoris	151	1	1289519
UniRef100_A0A0A2HGX9	Cluster: Stage V sporulation protein AC	A0A0A2HGX9	Clostridium botulinum	151	1	1491
UniRef100_A0A1M5YDK0	Cluster: Stage V sporulation protein AC	A0A1M5YDK0	Clostridium collagenovorans DSM 3089	157	1	1121306
UniRef100_A0A8F5G2K3	Cluster: Stage V sporulation protein AC	A0A8F5G2K3	Crassaminicella sp. 143-21	153	1	2855394
UniRef100_A0A1H8P3J9	Cluster: Stage V sporulation protein AC	A0A1H8P3J9; UPI000B81959C	Propionispora vibrioides	146	2	112903
UniRef100_UPI000831F969	Cluster: stage V sporulation protein AC	UPI000831F969	Clostridium mediterraneense	157	1	1805472
UniRef100_A0A154BU88	Cluster: Stage V sporulation protein AC	A0A154BU88	Anaerosporomusa subterranea	150	1	1794912
UniRef100_A0A1M6Q1Y0	Cluster: Stage V sporulation protein AC	A0A1M6Q1Y0	Paramaledivibacter caminithermalis DSM 15212	152	1	1121301
UniRef100_A0A2Y9CA07	Cluster: Stage V sporulation protein AC	A0A2Y9CA07	Faecalicatena orotica	152	1	1544
UniRef100_R6JX76	Cluster: Uncharacterized protein	R6JX76	Clostridium clostridioforme CAG:132	151	1	1263065
UniRef100_A0A4R1R4Q5	Cluster: Stage V sporulation protein AC	A0A4R1R4Q5	Kineothrix alysoides	153	1	1469948
UniRef100_A0A395V8N7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A395V8N7; A0A395VBJ1	Roseburia hominis	154	2	301301
UniRef100_A0A3R6RBM7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3R6RBM7	Clostridium sp. AF19-22AC	152	1	2292204
UniRef100_A0A4S2HDI2	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A4S2HDI2	Lachnospiraceae bacterium	159	1	1898203
UniRef100_UPI001C0CD8EB	Cluster: stage V sporulation protein AC	UPI001C0CD8EB	Clostridium estertheticum	150	1	238834
UniRef100_A0A7X8HVJ9	Cluster: Stage V sporulation protein AC	A0A7X8HVJ9	Epulopiscium sp.	142	1	2384
UniRef100_UPI0006D56B0D	Cluster: stage V sporulation protein AC	UPI0006D56B0D	Numidum massiliense	147	1	1522315
UniRef100_R6QKI7	Cluster: Stage V sporulation protein AC	R6QKI7	Clostridium sp. CAG:508	148	1	1262815
UniRef100_A0A350W040	Cluster: Stage V sporulation protein AC	A0A350W040	Eubacterium sp.	161	1	142586
UniRef100_A0A540V3N5	Cluster: Stage V sporulation protein AC	A0A540V3N5	Ureibacillus terrenus	151	1	118246
UniRef100_A0A0E1QK54	Cluster: Stage V sporulation protein AC	A0A0E1QK54; A7GHV4; C1FKH7; A5I6G7; A0A175M791; B1IMG9; A0A829I895	Clostridium botulinum; Clostridium botulinum (strain Langeland / NCTC 10281 / Type F); Clostridium botulinum (strain Kyoto / Type A2); Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A); Clostridium botulinum B2 433; Clostridium botulinum (strain Okra / Type B1); Clostridium botulinum CFSAN002367	151	7	1491; 441772; 536232; 441771; 1379737; 498213; 1302425
UniRef100_A0A0A8JKN3	Cluster: Stage V sporulation protein ac	A0A0A8JKN3; UPI001569DEBF	Bacillus sp. (strain OxB-1)	151	2	98228
UniRef100_A0A357QU98	Cluster: Stage V sporulation protein AC	A0A357QU98	Eubacterium sp.	151	1	142586
UniRef100_A0A356P799	Cluster: Stage V sporulation protein AC	A0A356P799	Desulfosporosinus sp.	155	1	157907
UniRef100_A0A1G6GYB3	Cluster: Stage V sporulation protein AC	A0A1G6GYB3	Pelagirhabdus alkalitolerans	149	1	1612202
UniRef100_UPI001C8D7519	Cluster: stage V sporulation protein AC	UPI001C8D7519	Clostridium sardiniense (Clostridium absonum)	159	1	29369
UniRef100_W7Z3J6	Cluster: Stage V sporulation protein AC	W7Z3J6	Bacillus sp. JCM 19046	155	1	1460640
UniRef100_A0A0A2HI81	Cluster: Stage V sporulation protein AC	A0A0A2HI81	Clostridium botulinum	159	1	1491
UniRef100_U5MUJ2	Cluster: Stage V sporulation protein AC	U5MUJ2	Clostridium saccharobutylicum DSM 13864	159	1	1345695
UniRef100_UPI001783257D	Cluster: stage V sporulation protein AC	UPI001783257D	Ureibacillus sp. Re31	151	1	2762222
UniRef100_UPI0005EB9DDD	Cluster: stage V sporulation protein AC	UPI0005EB9DDD	Caldicellulosiruptor danielii	152	1	1387557
UniRef100_R7INB1	Cluster: Uncharacterized protein	R7INB1	Roseburia sp. CAG:303	151	1	1262944
UniRef100_A0A2K8NAW2	Cluster: Mechanosensitive channel stage V sporulation protein AC	A0A2K8NAW2	Kyrpidia spormannii	157	1	2055160
UniRef100_UPI0018AB5662	Cluster: stage V sporulation protein AC	UPI0018AB5662	Lutibacter sp. B2	151	1	2789328
UniRef100_A0A1S9I344	Cluster: Stage V sporulation protein AC	A0A1S9I344	Clostridium tepidum	151	1	1962263
UniRef100_A0A7C2EID9	Cluster: Stage V sporulation protein AC	A0A7C2EID9	Ammonifex degensii	146	1	42838
UniRef100_R9J8F6	Cluster: Stage V sporulation protein AC	R9J8F6	Lachnospiraceae bacterium 28-4	156	1	397287
UniRef100_A0A1C7GE70	Cluster: Stage V sporulation protein AC	A0A1C7GE70	Lachnoclostridium sp. YL32	151	1	1834196
UniRef100_D3FZF0	Cluster: Stage V sporulation protein AC	D3FZF0	Alkalihalobacillus pseudofirmus (strain ATCC BAA-2126 / JCM 17055 / OF4) (Bacillus pseudofirmus)	151	1	398511
UniRef100_UPI0008363287	Cluster: stage V sporulation protein AC	UPI0008363287	Alicyclobacillus mali	152	1	1123961
UniRef100_UPI0018AB5AE6	Cluster: stage V sporulation protein AC	UPI0018AB5AE6	Clostridium sp. D53t1_180928_C8	154	1	2787101
UniRef100_UPI001C0FDFF8	Cluster: stage V sporulation protein AC	UPI001C0FDFF8	Falcatimonas sp. MSJ-15	156	1	2841515
UniRef100_A0A1C6CBU1	Cluster: Stage V sporulation protein AC	A0A1C6CBU1	uncultured Ruminococcus sp.	156	1	165186
UniRef100_A0A1T5MUD2	Cluster: Stage V sporulation protein AC	A0A1T5MUD2	Maledivibacter halophilus	152	1	36842
UniRef100_A0A6B0E847	Cluster: Stage V sporulation protein AC	A0A6B0E847	Clostridium chromiireducens	159	1	225345
UniRef100_A0A1H2SUC6	Cluster: Stage V sporulation protein AC	A0A1H2SUC6	Tepidimicrobium xylanilyticum	149	1	1123352
UniRef100_A0A1M4YZH9	Cluster: Stage V sporulation protein AC	A0A1M4YZH9	Caloramator proteoclasticus DSM 10124	153	1	1121262
UniRef100_UPI0018EA8F4B	Cluster: stage V sporulation protein AC	UPI0018EA8F4B	Paenibacillus roseus	160	1	2798579
UniRef100_UPI001D08F016	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001D08F016	Enterocloster bolteae	151	1	208479
UniRef100_UPI001CF33278	Cluster: stage V sporulation protein AC	UPI001CF33278	Clostridium estertheticum	150	1	238834
UniRef100_UPI001C0E53CE	Cluster: stage V sporulation protein AC	UPI001C0E53CE	Clostridium estertheticum	150	1	238834
UniRef100_A0A4Y8L7U8	Cluster: Stage V sporulation protein AC	A0A4Y8L7U8	Jeotgalibacillus sp. R-1-5s-1	152	1	2555897
UniRef100_A0A7Y3KBU8	Cluster: Stage V sporulation protein AC	A0A7Y3KBU8	Bacilli bacterium	151	1	1903720
UniRef100_UPI001C7DAD0F	Cluster: stage V sporulation protein AC	UPI001C7DAD0F	Clostridium estertheticum	150	1	238834
UniRef100_A0A075KBH8	Cluster: Stage V sporulation protein AC	A0A075KBH8	Pelosinus sp. UFO1	150	1	484770
UniRef100_UPI0011DE3014	Cluster: stage V sporulation protein AC	UPI0011DE3014	Clostridiaceae	154	1	31979
UniRef100_A0A3C1YF96	Cluster: Stage V sporulation protein AC	A0A3C1YF96	Firmicutes bacterium	159	1	1879010
UniRef100_A0A4R5XWJ6	Cluster: Stage V sporulation protein AC	A0A4R5XWJ6	Jeotgalibacillus sp. S-D1	155	1	2552189
UniRef100_UPI001CF50EED	Cluster: stage V sporulation protein AC	UPI001CF50EED	Clostridium estertheticum	150	1	238834
UniRef100_A0A1Q9K543	Cluster: Stage V sporulation protein AC	A0A1Q9K543	Anaerostipes sp. 992a	154	1	1261637
UniRef100_UPI0018A95104	Cluster: stage V sporulation protein AC	UPI0018A95104	Clostridium tepidum	151	1	1962263
UniRef100_A0A4T9WF11	Cluster: Stage V sporulation protein AC	A0A4T9WF11	Tissierella creatinini	147	1	43143
UniRef100_UPI00192C4697	Cluster: stage V sporulation protein AC	UPI00192C4697	Clostridium sp. YIM B02565	151	1	2803863
UniRef100_UPI001C0B9FAC	Cluster: stage V sporulation protein AC	UPI001C0B9FAC	Clostridium sp. DSM 17811	150	1	2843317
UniRef100_A0A1C5MSS9	Cluster: Stage V sporulation protein AC	A0A1C5MSS9	uncultured Blautia sp.	156	1	765821
UniRef100_UPI001953299E	Cluster: stage V sporulation protein AC	UPI001953299E	Caloranaerobacter azorensis	147	1	116090
UniRef100_UPI0009A65E0E	Cluster: stage V sporulation protein AC	UPI0009A65E0E	Maledivibacter halophilus	162	1	36842
UniRef100_A0A416FNU9	Cluster: Stage V sporulation protein AC	A0A416FNU9	Clostridiaceae bacterium AF31-3BH	149	1	2291989
UniRef100_I9NWY5	Cluster: Stage V sporulation protein AC	I9NWY5	Pelosinus fermentans JBW45	158	1	1192197
UniRef100_UPI0009E775FA	Cluster: stage V sporulation protein AC	UPI0009E775FA	Abyssisolibacter fermentans	159	1	1766203
UniRef100_A0A3B8UKN3	Cluster: Stage V sporulation protein AC	A0A3B8UKN3	Eubacterium sp.	151	1	142586
UniRef100_D7GP24	Cluster: SpoVA protein	D7GP24; A0A373CLW7; A0A373DFL2; A0A373CAL8; A0A373CU29; A0A373DFU8; A0A3A6KGK0; A0A373C2S4; A0A373BSY8	butyrate-producing bacterium SS3/4; Clostridium sp. AM34-11AC; Desulfotomaculum sp. OF05-3; Clostridiaceae bacterium AF02-42; Clostridiaceae bacterium TF01-6; Lachnospiraceae bacterium OF11-28; Clostridiales bacterium AF36-10; Clostridium sp. AF28-12; Clostridium sp. AM25-23AC	147	9	245014; 2305242; 2305243; 2305246; 2305245; 2305244; 2292883; 2305241; 2305240
UniRef100_UPI00047613C7	Cluster: stage V sporulation protein AC	UPI00047613C7	Cohnella laeviribosi	156	1	380174
UniRef100_UPI000C861E20	Cluster: stage V sporulation protein AC	UPI000C861E20	Haloimpatiens massiliensis	157	1	1658110
UniRef100_A0A1C5UTN7	Cluster: Stage V sporulation protein AC	A0A1C5UTN7	uncultured Clostridium sp.	147	1	59620
UniRef100_UPI0004536741	Cluster: stage V sporulation protein AC	UPI0004536741	Clostridium tetanomorphum	151	1	1553
UniRef100_UPI00030E43CA	Cluster: stage V sporulation protein AC	UPI00030E43CA	Caldicellulosiruptor owensensis	152	1	55205
UniRef100_A0A174FNF1	Cluster: Stage V sporulation protein AC	A0A174FNF1	Fusicatenibacter saccharivorans	157	1	1150298
UniRef100_UPI00041184FC	Cluster: stage V sporulation protein AC	UPI00041184FC	Caloramator sp. ALD01	153	1	1031288
UniRef100_A0A8B2X8G7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A8B2X8G7; A0A414AYY7; R5F8X2; A0A3E2UPM9; R0AJ56	Enterocloster clostridioformis; Enterocloster bolteae; Clostridium bolteae CAG:59; Hungatella hathewayi; Enterocloster bolteae 90A9	151	5	1531; 208479; 1263064; 154046; 997894
UniRef100_N9X862	Cluster: Stage V sporulation protein AC	N9X862; A0A6M5G3W0	[Clostridium] clostridioforme 90A7; Enterocloster bolteae	151	2	999407; 208479
UniRef100_A0A315ZWX2	Cluster: Stage V sporulation protein AC	A0A315ZWX2	Faecalicatena contorta	152	1	39482
UniRef100_R5FYV4	Cluster: SpoVA protein	R5FYV4	Clostridium sp. CAG:81	147	1	1262842
UniRef100_A0A6I1MHE5	Cluster: Stage V sporulation protein AC	A0A6I1MHE5	Clostridium tarantellae	157	1	39493
UniRef100_A0A174R804	Cluster: Stage V sporulation protein AC	A0A174R804; A0A3D3RY71; A0A373GWU1; A0A416EY46; A0A8B3CIT7; A0A373RW78; UPI001D13066D	Fusicatenibacter saccharivorans; Lachnospiraceae bacterium; Blautia sp. AM23-13AC; Blautia sp. AF34-10; Blautia sp. TF12-12AT; Blautia sp. AF26-2; Blautia sp. MSK22_86	157	7	1150298; 1898203; 2292971; 2292968; 2292988; 2292966; 2884906
UniRef100_UPI001908CC7C	Cluster: stage V sporulation protein AC	UPI001908CC7C	Clostridium	152	1	1485
UniRef100_A0A7Y2L6L7	Cluster: Stage V sporulation protein AC	A0A7Y2L6L7	Caldanaerobacter subterraneus	148	1	911092
UniRef100_A0A7Y3SW99	Cluster: Stage V sporulation protein AC	A0A7Y3SW99	Clostridium estertheticum	150	1	238834
UniRef100_UPI000E42FC40	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000E42FC40	Enterocloster bolteae	151	1	208479
UniRef100_UPI001C0E7FF1	Cluster: stage V sporulation protein AC	UPI001C0E7FF1	Clostridium estertheticum	150	1	238834
UniRef100_A0A2W4M2A1	Cluster: Stage V sporulation protein AC	A0A2W4M2A1	Firmicutes bacterium	150	1	1879010
UniRef100_A0A1I5WUA8	Cluster: Stage V sporulation protein AC	A0A1I5WUA8	Psychrobacillus psychrotolerans	151	1	126156
UniRef100_UPI0010548EA7	Cluster: stage V sporulation protein AC	UPI0010548EA7	Clostridium cuniculi	154	1	2548455
UniRef100_A0A8I0A8F2	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A8I0A8F2; A0A373NI54	Blautia sp. BX17; Ruminococcus sp. AF31-8BH	156	2	2763030; 2293174
UniRef100_A0A5J6SK37	Cluster: Stage V sporulation protein AC	A0A5J6SK37	Psychrobacillus glaciei	151	1	2283160
UniRef100_A0A3E3I5I9	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3E3I5I9; U2CLG2; A0A6N7WHY8	Eisenbergiella massiliensis; Clostridium sp. KLE 1755; Eisenbergiella porci	151	3	1720294; 1226325; 2652274
UniRef100_A0A1B1YN95	Cluster: Stage V sporulation protein AC	A0A1B1YN95; A0A1B1YFW1; L7VSL6	Thermoclostridium stercorarium subsp. leptospartum DSM 9219; Thermoclostridium stercorarium subsp. thermolacticum DSM 2910; Thermoclostridium stercorarium (strain ATCC 35414 / DSM 8532 / NCIMB 11754) (Clostridium stercorarium)	147	3	1346611; 1121336; 1121335
UniRef100_A0A174SF64	Cluster: Stage V sporulation protein AC	A0A174SF64; A0A417I1N2; A0A396P625; A0A357GPV7; A0A416ZNY9; A0A416U9F6; A0A416Y073; A0A373MWM2; A0A373P2Z7; A0A417X0S5; R7JLH3; A0A416TEB2; A0A417C9J4	Fusicatenibacter saccharivorans; Blautia sp. AM28-10; Blautia sp. TM10-2; Lachnospiraceae bacterium; Blautia sp. AM47-4; Blautia sp. AF17-9LB; Blautia sp. AF14-40; Blautia sp. AF32-4BH; Blautia sp. OF03-13; Blautia sp. OF09-25XD	157	13	1150298; 2292972; 2292990; 1898203; 2292979; 2292959; 2292958; 2292967; 2292980; 2292981; 1262757; 2292960; 2292976
UniRef100_A0A7M2QTD1	Cluster: Stage V sporulation protein AC	A0A7M2QTD1	Viridibacillus sp. JNUCC-6	151	1	2779527
UniRef100_A0A7X5KR53	Cluster: Stage V sporulation protein AC	A0A7X5KR53	Lachnospiraceae bacterium MD329	149	1	2592090
UniRef100_A0A0J1FDB2	Cluster: SpoVA protein	A0A0J1FDB2	Peptococcaceae bacterium CEB3	154	1	999898
UniRef100_W4F4T4	Cluster: Stage V sporulation protein AC	W4F4T4	Viridibacillus arenosi FSL R5-213	151	1	1227360
UniRef100_A0A099SFR1	Cluster: Stage V sporulation protein AD	A0A099SFR1	Desulfosporosinus sp. HMP52	155	1	1487923
UniRef100_UPI0011070CC5	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0011070CC5	unclassified Clostridium	151	1	2614128
UniRef100_E4Q751	Cluster: Stage V sporulation protein AC	E4Q751	Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL)	159	1	632518
UniRef100_UPI0019591737	Cluster: stage V sporulation protein AC	UPI0019591737	Clostridium sardiniense (Clostridium absonum)	159	1	29369
UniRef100_A0A1V4J1R2	Cluster: SpoVA protein	A0A1V4J1R2	Clostridium chromiireducens	159	1	225345
UniRef100_A0A4R1MIB8	Cluster: Stage V sporulation protein AC	A0A4R1MIB8	Natranaerovirga hydrolytica	151	1	680378
UniRef100_UPI000C0854F6	Cluster: stage V sporulation protein AC	UPI000C0854F6	Tepidibacter mesophilus	142	1	655607
UniRef100_UPI00047917CE	Cluster: stage V sporulation protein AC	UPI00047917CE	Clostridium akagii	150	1	91623
UniRef100_A0A174PQZ3	Cluster: Stage V sporulation protein AC	A0A174PQZ3	Clostridium baratii	153	1	1561
