id,name,RepID,species,len,Tax,Size
UniRef100_E4QAH2/6-147,Cluster: Stage V sporulation protein AC,E4QAH2,Caldicellulosiruptor hydrothermalis (strain DSM 18901 / VKM B-2411 / 108),152,632292,1.0
UniRef100_UPI00038D622D/2-143,Cluster: stage V sporulation protein AC,UPI00038D622D,Clostridioides,145,1870884,1.0
UniRef100_A0A031WF90/2-143,Cluster: Stage V sporulation protein AC,A0A031WF90,Clostridioides difficile (Peptoclostridium difficile),145,1496,12.0
UniRef100_A0A852UFG4/3-143,Cluster: Stage V sporulation protein AC,A0A852UFG4,Sporosarcina sp. JAI121,151,2723064,1.0
UniRef100_UPI0007755648/2-142,Cluster: stage V sporulation protein AC,UPI0007755648,Clostridioides difficile (Peptoclostridium difficile),146,1496,6.0
UniRef100_A0A7C7AP67/4-145,Cluster: Stage V sporulation protein AC,A0A7C7AP67,Clostridiales bacterium,148,1898207,1.0
UniRef100_R5QX88/8-149,Cluster: Uncharacterized protein,R5QX88,Firmicutes bacterium CAG:646,152,1262995,1.0
UniRef100_A0A1V4IRK0/8-149,Cluster: SpoVA protein,A0A1V4IRK0,Clostridium oryzae,151,1450648,1.0
UniRef100_UPI000710B0E1/9-151,Cluster: stage V sporulation protein AC,UPI000710B0E1,Peribacillus muralis,156,264697,1.0
UniRef100_A0A7V6R8H8/7-147,Cluster: Stage V sporulation protein AC,A0A7V6R8H8,Clostridiaceae bacterium,148,1898204,1.0
UniRef100_UPI00178B43B5/3-143,Cluster: stage V sporulation protein AC,UPI00178B43B5,Filibacter limicola,151,34101,1.0
UniRef100_A0A3B9URT3/11-154,Cluster: Stage V sporulation protein AC,A0A3B9URT3,Clostridium sp.,159,1506,1.0
UniRef100_A0A7T3K5K3/8-148,Cluster: Stage V sporulation protein AC,A0A7T3K5K3,Clostridium botulinum,150,1491,2.0
UniRef100_UPI001C308480/12-153,Cluster: stage V sporulation protein AC,UPI001C308480,Cohnella sp. GbtcB17,157,2824762,1.0
UniRef100_A0A7T0D3G5/9-149,Cluster: Stage V sporulation protein AC,A0A7T0D3G5,Sarcina sp. JB2,157,2726954,1.0
UniRef100_A0A1R1F3J7/12-153,Cluster: Stage V sporulation protein AC,A0A1R1F3J7,Paenibacillus rhizosphaerae,160,297318,1.0
UniRef100_A0A0U1L343/10-149,Cluster: Stage V sporulation protein AC (SpoVAC),A0A0U1L343,Sporomusa ovata,151,2378,2.0
UniRef100_A0A1D7XK58/12-153,Cluster: Stage V sporulation protein AC,A0A1D7XK58,Clostridium taeniosporum,159,394958,1.0
UniRef100_UPI000D1F1850/2-143,Cluster: stage V sporulation protein AC,UPI000D1F1850,Clostridioides difficile (Peptoclostridium difficile),145,1496,1.0
UniRef100_UPI0018A89EB1/2-143,Cluster: stage V sporulation protein AC,UPI0018A89EB1,Romboutsia sp. 1001713B170131_170501_G6,146,2787108,1.0
UniRef100_A0A1H7A555/3-143,Cluster: Stage V sporulation protein AC,A0A1H7A555,Bhargavaea ginsengi,151,426757,1.0
UniRef100_A0A850EHE3/20-159,Cluster: Stage V sporulation protein AC,A0A850EHE3,Paenibacillus agri,165,2744309,1.0
UniRef100_A0A3A9F8Z1/8-150,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3A9F8Z1,bacterium 1XD42-54,155,2320110,1.0
UniRef100_A0A135W4E3/3-143,Cluster: Stage V sporulation protein AC,A0A135W4E3,Sporosarcina sp. HYO08,151,1759557,1.0
UniRef100_UPI001BCE48F4/29-170,Cluster: stage V sporulation protein AC,UPI001BCE48F4,Paenibacillus sp. J23TS9,178,2807193,1.0
UniRef100_A0A645CY51/11-151,Cluster: Uncharacterized protein,A0A645CY51,bioreactor metagenome,152,1076179,1.0
UniRef100_UPI000BB17913/2-143,Cluster: stage V sporulation protein AC,UPI000BB17913,Clostridioides difficile (Peptoclostridium difficile),145,1496,1.0
UniRef100_UPI00190E275C/4-143,Cluster: stage V sporulation protein AC,UPI00190E275C,Viridibacillus soli,151,2798301,1.0
UniRef100_A0A2N9YZU3/20-161,Cluster: Stage V sporulation protein AC,A0A2N9YZU3,Paenibacillus polymyxa (Bacillus polymyxa),168,1406,1.0
UniRef100_A0A1G8PZB3/2-143,Cluster: Stage V sporulation protein AC,A0A1G8PZB3,Salimicrobium halophilum,150,86666,2.0
UniRef100_UPI00068CD52C/13-154,Cluster: stage V sporulation protein AC,UPI00068CD52C,Clostridioides mangenotii,158,1540,1.0
UniRef100_R7R247/10-151,Cluster: Uncharacterized protein,R7R247,Roseburia sp. CAG:182,156,1262942,2.0
UniRef100_A0A6M1VI53/9-148,Cluster: Stage V sporulation protein AC,A0A6M1VI53,Clostridium perfringens,155,1502,1.0
UniRef100_UPI0014247F41/18-158,Cluster: stage V sporulation protein AC,UPI0014247F41,Paenibacillus lupini,164,1450204,1.0
UniRef100_UPI001CCF2FC3/9-148,Cluster: stage V sporulation protein AC,UPI001CCF2FC3,Clostridium perfringens,155,1502,1.0
UniRef100_A0PZS8/8-148,Cluster: Stage V sporulation protein AC,A0PZS8,Clostridium novyi (strain NT),150,386415,2.0
UniRef100_A0A7V6QSW9/7-149,Cluster: Stage V sporulation protein AC,A0A7V6QSW9,Bacillales bacterium,152,1904864,1.0
UniRef100_A0A7C6NXU4/8-150,Cluster: Stage V sporulation protein AC,A0A7C6NXU4,Firmicutes bacterium,152,1879010,1.0
UniRef100_A0A0D3VAP3/13-155,Cluster: Stage V sporulation protein AC,A0A0D3VAP3,Paenibacillus sp. IHBB 10380,161,1566358,1.0
UniRef100_A0A2G2MMF9/16-158,Cluster: Stage V sporulation protein AC,A0A2G2MMF9,Alkaliphilus sp.,159,1872455,1.0
UniRef100_UPI000D1E8425/2-143,Cluster: stage V sporulation protein AC,UPI000D1E8425,Clostridioides difficile (Peptoclostridium difficile),145,1496,1.0
UniRef100_UPI0008DA5C44/3-143,Cluster: stage V sporulation protein AC,UPI0008DA5C44,Romboutsia timonensis,146,1776391,1.0
UniRef100_UPI00031895BB/4-143,Cluster: stage V sporulation protein AC,UPI00031895BB,Paenisporosarcina sp. TG20,151,1211706,1.0
UniRef100_A0A2P2BUF6/2-143,Cluster: Stage V sporulation protein AC,A0A2P2BUF6,Romboutsia hominis,146,1507512,1.0
UniRef100_UPI001883EC88/19-159,Cluster: stage V sporulation protein AC,UPI001883EC88,Paenibacillus donghaensis,167,414771,1.0
UniRef100_A0A4S2DP20/11-153,Cluster: Stage V sporulation protein AC,A0A4S2DP20,Clostridium sartagoforme,159,84031,1.0
UniRef100_UPI0011A0E6F4/12-153,Cluster: stage V sporulation protein AC,UPI0011A0E6F4,Geobacillus sp. (strain Y412MC10),160,481743,1.0
UniRef100_UPI001439B4E4/18-158,Cluster: stage V sporulation protein AC,UPI001439B4E4,Paenibacillus sp. HB172176,163,2493690,1.0
UniRef100_UPI000207596C/8-148,Cluster: stage V sporulation protein AC,UPI000207596C,Clostridium botulinum,150,1491,1.0
UniRef100_UPI0005094B3A/11-153,Cluster: stage V sporulation protein AC,UPI0005094B3A,Clostridium amazonitimonense,159,1499689,1.0
UniRef100_A0A0M3DKB2/2-143,Cluster: Stage V sporulation protein AC,A0A0M3DKB2,Paraclostridium benzoelyticum,145,1629550,1.0
UniRef100_UPI001AEB8C6F/13-154,Cluster: stage V sporulation protein AC,UPI001AEB8C6F,Clostridioides mangenotii,158,1540,1.0
UniRef100_UPI0018E01496/3-143,Cluster: stage V sporulation protein AC,UPI0018E01496,Bhargavaea sp. CC-171006,151,2302363,1.0
UniRef100_UPI00136C2BC2/8-148,Cluster: stage V sporulation protein AC,UPI00136C2BC2,Clostridium sp. C8-1-8,152,2698831,1.0
UniRef100_A0A2N2B368/7-148,Cluster: Stage V sporulation protein AC,A0A2N2B368,Firmicutes bacterium HGW-Firmicutes-7,150,2013788,1.0
UniRef100_A0A6B4TQL8/11-154,Cluster: Stage V sporulation protein AC,A0A6B4TQL8,Clostridium botulinum,159,1491,2.0
UniRef100_UPI000288315A/5-147,Cluster: stage V sporulation protein AC,UPI000288315A,Sporolactobacillus vineae,149,444463,1.0
UniRef100_A0A7G8U4H0/10-151,Cluster: Stage V sporulation protein AC,A0A7G8U4H0,Brevibacterium sp. PAMC23299,156,2762330,3.0
UniRef100_UPI001B312E03/3-143,Cluster: stage V sporulation protein AC,UPI001B312E03,Sporosarcina sp. 6E9,151,2819235,1.0
UniRef100_UPI001CA628AE/11-151,Cluster: stage V sporulation protein AC,UPI001CA628AE,Crassaminicella profunda,153,1286698,1.0
UniRef100_UPI0005EBEFFF/7-147,Cluster: stage V sporulation protein AC,UPI0005EBEFFF,Caldicellulosiruptor morganii,152,1387555,1.0
UniRef100_A0A2A4BL74/10-151,Cluster: Stage V sporulation protein AC,A0A2A4BL74,Peribacillus simplex,156,1478,1.0
UniRef100_A0A1M6SAU6/7-149,Cluster: Stage V sporulation protein AC,A0A1M6SAU6,Alicyclobacillus montanus,153,1830138,1.0
UniRef100_A0A562GRZ5/10-149,Cluster: Stage V sporulation protein AC,A0A562GRZ5,Sporomusa sp. KB1,151,943346,1.0
UniRef100_W9EDH3/6-147,Cluster: Stage V sporulation protein AC,W9EDH3,Thermoanaerobacterium aotearoense SCUT27,149,1421016,2.0
UniRef100_A0A854U7S0/10-151,Cluster: Stage V sporulation protein AC,A0A854U7S0,Peribacillus simplex,156,1478,1.0
UniRef100_A6TQA9/7-150,"Cluster: Sporulation stage V, protein AC",A6TQA9,Alkaliphilus metalliredigens (strain QYMF),151,293826,1.0
UniRef100_UPI0009959E41/11-152,Cluster: stage V sporulation protein AC,UPI0009959E41,Sutcliffiella halmapala,158,79882,1.0
UniRef100_E4SHX6/7-147,Cluster: Stage V sporulation protein AC,E4SHX6,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),152,632348,1.0
UniRef100_A0A226C0T1/5-145,Cluster: Stage V sporulation protein AC,A0A226C0T1,Natranaerobius trueperi,145,759412,1.0
UniRef100_UPI0011448CFC/5-145,Cluster: stage V sporulation protein AC,UPI0011448CFC,Paenibacillus luteus,150,2545753,1.0
UniRef100_A0A7C6S885/23-164,Cluster: Stage V sporulation protein AC,A0A7C6S885,Firmicutes bacterium,166,1879010,1.0
UniRef100_UPI0011A68E58/9-152,Cluster: stage V sporulation protein AC,UPI0011A68E58,Peribacillus simplex,156,1478,1.0
UniRef100_UPI0008321FCE/5-146,Cluster: stage V sporulation protein AC,UPI0008321FCE,Amphibacillus sediminis,152,360185,1.0
UniRef100_UPI0009502895/3-143,Cluster: stage V sporulation protein AC,UPI0009502895,Paenisporosarcina indica,151,650093,1.0
UniRef100_UPI001030A97F/5-145,Cluster: stage V sporulation protein AC,UPI001030A97F,Senegalia massiliensis,147,1720316,1.0
UniRef100_A0A270AFT6/10-152,Cluster: Stage V sporulation protein AC,A0A270AFT6,Peribacillus simplex,156,1478,1.0
UniRef100_A0A7U3FDS7/11-153,Cluster: Stage V sporulation protein AC,A0A7U3FDS7,Alicyclobacillus sp. TC,157,2606450,1.0
UniRef100_A0A2N0Y6J0/9-151,Cluster: Stage V sporulation protein AC,A0A2N0Y6J0,Bacillus sp. BA3,156,2057910,1.0
UniRef100_A0A4R3MNM6/10-151,Cluster: Stage V sporulation protein AC,A0A4R3MNM6,Natranaerovirga pectinivora,154,682400,1.0
UniRef100_A0A1M4SDH1/12-154,Cluster: Stage V sporulation protein AC,A0A1M4SDH1,Desulfotomaculum putei DSM 12395,159,1121429,1.0
UniRef100_V6IWL3/5-147,Cluster: Stage V sporulation protein AC,V6IWL3,Sporolactobacillus laevolacticus DSM 442,149,1395513,1.0
UniRef100_A0A7V8L213/2-143,Cluster: Stage V sporulation protein AC,A0A7V8L213,Clostridium sp. NCR,145,1538552,1.0
UniRef100_A0A839TJ18/12-153,Cluster: Stage V sporulation protein AC,A0A839TJ18,Paenibacillus rhizosphaerae,160,297318,1.0
UniRef100_A0A1M4UBJ8/10-150,Cluster: Stage V sporulation protein AC,A0A1M4UBJ8,Caldanaerobius fijiensis DSM 17918,152,1121256,1.0
UniRef100_UPI001008E7DA/10-151,Cluster: stage V sporulation protein AC,UPI001008E7DA,Longirhabdus pacifica,160,2305227,1.0
UniRef100_A0A3R5V760/8-148,Cluster: Stage V sporulation protein AC,A0A3R5V760,Clostridium sp. CT4,152,2320868,1.0
UniRef100_A0A8A0DEU2/9-150,Cluster: Stage V sporulation protein AC,A0A8A0DEU2,Alicyclobacillus ferrooxydans,153,471514,1.0
UniRef100_UPI001B221153/19-159,Cluster: stage V sporulation protein AC,UPI001B221153,Paenibacillus azoreducens,167,116718,1.0
UniRef100_A0A6B4XQK2/10-149,Cluster: Stage V sporulation protein AC,A0A6B4XQK2,Clostridium botulinum,152,1491,3.0
UniRef100_A0A5B0DII9/3-143,Cluster: Stage V sporulation protein AC,A0A5B0DII9,Sporosarcina sp. ANT_H38,151,2597358,1.0
UniRef100_A0A343JDT1/14-154,Cluster: Stage V sporulation protein AC,A0A343JDT1,Clostridium isatidis,156,182773,1.0
UniRef100_V9H4I0/11-153,Cluster: Stage V sporulation protein AC,V9H4I0,Clostridium sp. 7_2_43FAA,159,457396,1.0
UniRef100_UPI001BE7F0AA/10-151,Cluster: stage V sporulation protein AC,UPI001BE7F0AA,Bacillus sp. ISL-57,156,2819135,1.0
UniRef100_A0A3P5XIK0/3-143,Cluster: SpoVA protein,A0A3P5XIK0,Filibacter tadaridae,151,2483811,1.0
UniRef100_A0A127W1M2/3-143,Cluster: Stage V sporulation protein AC,A0A127W1M2,Sporosarcina psychrophila (Bacillus psychrophilus),151,1476,2.0
UniRef100_A0A0C1UGM6/11-154,Cluster: Stage V sporulation protein AC,A0A0C1UGM6,Clostridium argentinense CDC 2741,159,1418104,2.0
UniRef100_UPI000BED726A/10-151,Cluster: stage V sporulation protein AC,UPI000BED726A,unclassified Bacillus (in: Bacteria),156,185979,1.0
UniRef100_A0A1M5TUE0/2-139,Cluster: Stage V sporulation protein AC,A0A1M5TUE0,Tepidibacter thalassicus DSM 15285,141,1123350,1.0
UniRef100_UPI0003FC0A74/6-147,Cluster: stage V sporulation protein AC,UPI0003FC0A74,Caldicellulosiruptor acetigenus,152,301953,1.0
UniRef100_A0A5R9GHK9/15-155,Cluster: Stage V sporulation protein AC,A0A5R9GHK9,Paenibacillus antri,161,2582848,1.0
UniRef100_A0A7C6VF92/6-147,Cluster: Stage V sporulation protein AC,A0A7C6VF92,Firmicutes bacterium,149,1879010,1.0
UniRef100_UPI00083CA165/2-143,Cluster: stage V sporulation protein AC,UPI00083CA165,Lysinibacillus xylanilyticus,151,582475,1.0
UniRef100_UPI001C84CC52/9-148,Cluster: stage V sporulation protein AC,UPI001C84CC52,Clostridium perfringens,155,1502,1.0
UniRef100_A0A336QNK7/9-148,Cluster: Stage V sporulation protein AC,A0A336QNK7,Clostridium perfringens,155,1502,4.0
UniRef100_A0A2W6N3A8/9-148,Cluster: Stage V sporulation protein AC,A0A2W6N3A8,Clostridium perfringens,155,1502,3.0
UniRef100_UPI001CA59530/11-153,Cluster: stage V sporulation protein AC,UPI001CA59530,Clostridium sp. YB-6,159,2859781,1.0
UniRef100_A0A1G9L1J6/10-150,Cluster: Stage V sporulation protein AC,A0A1G9L1J6,Dendrosporobacter quercicolus,152,146817,1.0
UniRef100_UPI0011605A17/4-141,Cluster: stage V sporulation protein AC,UPI0011605A17,Tepidibacter thalassicus,143,214905,1.0
UniRef100_A0A8B5Y3I2/10-152,Cluster: Stage V sporulation protein AC,A0A8B5Y3I2,Peribacillus simplex,156,1478,2.0
UniRef100_A0A0P7KNE5/2-143,Cluster: Stage V sporulation protein AC,A0A0P7KNE5,Lysinibacillus sp. ZYM-1,151,1681184,1.0
UniRef100_UPI000D312E2E/3-143,Cluster: stage V sporulation protein AC,UPI000D312E2E,Lysinibacillus meyeri,151,1071052,1.0
UniRef100_A0A3D9GY12/12-153,Cluster: Stage V sporulation protein AC,A0A3D9GY12,Paenibacillus sp. VMFN-D1,160,2135608,1.0
UniRef100_UPI001A930D1E/6-147,Cluster: stage V sporulation protein AC,UPI001A930D1E,Caldicellulosiruptor sp. YA01,152,2806205,1.0
UniRef100_A0A6B4ZX40/8-148,Cluster: Stage V sporulation protein AC,A0A6B4ZX40,Clostridium botulinum,150,1491,4.0
UniRef100_A0A174BL31/9-149,Cluster: Stage V sporulation protein AC,A0A174BL31,Sarcina ventriculi (Clostridium ventriculi),157,1267,1.0
UniRef100_UPI0010CF7662/9-148,Cluster: stage V sporulation protein AC,UPI0010CF7662,Clostridium perfringens,155,1502,1.0
UniRef100_UPI0018F591A9/14-154,Cluster: stage V sporulation protein AC,UPI0018F591A9,Paenibacillus sp. YIM B00362,161,2799335,1.0
UniRef100_G7M6B6/11-153,Cluster: Stage V sporulation protein AC,G7M6B6,Clostridium sp. DL-VIII,159,641107,1.0
UniRef100_UPI001B1AAC55/18-158,Cluster: stage V sporulation protein AC,UPI001B1AAC55,Paenibacillus montaniterrae,163,429341,1.0
UniRef100_UPI00071C8C06/10-150,Cluster: stage V sporulation protein AC,UPI00071C8C06,Gorillibacterium timonense,154,1689269,1.0
UniRef100_A0A1L3NHL7/11-153,Cluster: Stage V sporulation protein AC,A0A1L3NHL7,Clostridium sporogenes,159,1509,1.0
UniRef100_UPI00058ACA0F/3-143,Cluster: stage V sporulation protein AC,UPI00058ACA0F,Bhargavaea cecembensis,151,394098,1.0
UniRef100_A0A0P8ZD93/7-146,Cluster: Stage V sporulation protein AC,A0A0P8ZD93,Caloranaerobacter sp. TR13,147,1302151,1.0
UniRef100_A0A345BV59/9-150,Cluster: Stage V sporulation protein AC,A0A345BV59,Salicibibacter kimchii,157,2099786,1.0
UniRef100_UPI0015562A81/3-143,Cluster: stage V sporulation protein AC,UPI0015562A81,Sporosarcina sp. LAM9210,151,2715535,1.0
UniRef100_A0A1G7EP74/12-153,Cluster: Stage V sporulation protein AC,A0A1G7EP74,Fontibacillus panacisegetis,162,670482,1.0
UniRef100_A0A4Q4IJ95/5-147,Cluster: Stage V sporulation protein AC,A0A4Q4IJ95,Sporolactobacillus sp. THM19-2,149,2511171,1.0
UniRef100_A0A162UBT9/7-149,Cluster: SpoVA protein,A0A162UBT9,Clostridium magnum DSM 2767,151,1121326,1.0
UniRef100_UPI00073E62B8/9-149,Cluster: stage V sporulation protein AC,UPI00073E62B8,Sarcina ventriculi (Clostridium ventriculi),157,1267,1.0
UniRef100_UPI00195B120B/11-153,Cluster: stage V sporulation protein AC,UPI00195B120B,Bacillus mesophilus,158,1808955,1.0
UniRef100_UPI001AEB1C56/11-154,Cluster: stage V sporulation protein AC,UPI001AEB1C56,Clostridium algifaecis,160,1472040,1.0
UniRef100_A0A2K9P482/7-152,Cluster: Stage V sporulation protein AC,A0A2K9P482,Monoglobus pectinilyticus,155,1981510,1.0
UniRef100_UPI0018ABAA29/9-149,Cluster: stage V sporulation protein AC,UPI0018ABAA29,Sarcina ventriculi (Clostridium ventriculi),157,1267,1.0
UniRef100_A0A381J370/9-148,Cluster: Stage V sporulation protein AC,A0A381J370,Clostridium perfringens,155,1502,1.0
UniRef100_A0A7V6TV22/6-146,Cluster: Stage V sporulation protein AC,A0A7V6TV22,Clostridiaceae bacterium,148,1898204,1.0
UniRef100_UPI00046310DB/6-146,Cluster: stage V sporulation protein AC,UPI00046310DB,Ruminiclostridium josui (Clostridium josui),147,1499,1.0
UniRef100_A0A140GSM4/9-148,Cluster: Stage V sporulation protein AC,A0A140GSM4,Clostridium perfringens,155,1502,1.0
UniRef100_Q8XIR7/9-148,Cluster: Stage V sporulation protein AC,Q8XIR7,Clostridium perfringens (strain 13 / Type A),155,195102,1.0
UniRef100_A0A0C2VTX2/7-148,Cluster: Stage V sporulation protein AC,A0A0C2VTX2,Jeotgalibacillus campisalis,155,220754,1.0
UniRef100_A0A6B4FUI6/10-149,Cluster: Stage V sporulation protein AC,A0A6B4FUI6,Clostridium botulinum,152,1491,2.0
UniRef100_A0A1H0W9T6/11-153,Cluster: Stage V sporulation protein AC,A0A1H0W9T6,Litchfieldia salsus,159,930152,1.0
UniRef100_UPI001AE7A0EA/14-154,Cluster: stage V sporulation protein AC,UPI001AE7A0EA,Ammoniphilus resinae,156,861532,1.0
UniRef100_T4W583/2-142,Cluster: Stage V sporulation protein AC,T4W583,Paraclostridium bifermentans ATCC 19299,145,1233170,1.0
UniRef100_J9H909/12-153,Cluster: Stage V sporulation protein AC,J9H909,Alicyclobacillus hesperidum URH17-3-68,157,1200346,2.0
UniRef100_UPI000F54313D/9-148,Cluster: stage V sporulation protein AC,UPI000F54313D,Clostridium perfringens,155,1502,1.0
UniRef100_A0A1W2AD15/10-149,Cluster: Stage V sporulation protein AC,A0A1W2AD15,Sporomusa malonica,151,112901,1.0
UniRef100_A0A348APE8/12-151,Cluster: SpoVA protein,A0A348APE8,Methylomusa anaerophila,152,1930071,2.0
UniRef100_A0A845QWT4/5-145,Cluster: Stage V sporulation protein AC,A0A845QWT4,Senegalia massiliensis,147,1720316,1.0
UniRef100_A0A0K9F550/2-143,Cluster: Stage V sporulation protein AC,A0A0K9F550,Lysinibacillus xylanilyticus,151,582475,2.0
UniRef100_A0A6M1PLX8/1-135,Cluster: Stage V sporulation protein AC,A0A6M1PLX8,Paenibacillus apii,142,1850370,2.0
UniRef100_A0A1T4XFE2/8-148,Cluster: Stage V sporulation protein AC,A0A1T4XFE2,Clostridium sp. USBA 49,149,1881060,1.0
UniRef100_A0A1G7G091/19-160,Cluster: Stage V sporulation protein AC,A0A1G7G091,Fontibacillus panacisegetis,166,670482,1.0
UniRef100_A0A1Q9PP32/4-149,Cluster: Stage V sporulation protein AC,A0A1Q9PP32,Alkalihalobacillus pseudofirmus (Bacillus pseudofirmus),151,79885,1.0
UniRef100_UPI001BAFE5CB/3-143,Cluster: stage V sporulation protein AC,UPI001BAFE5CB,Sporosarcina sp. Marseille-Q4063,151,2810514,1.0
UniRef100_A0A259TJ95/12-153,Cluster: Stage V sporulation protein AC,A0A259TJ95,Paenibacillus sp. XY044,160,2026089,1.0
UniRef100_A0A0M1NP49/10-151,Cluster: Stage V sporulation protein AC,A0A0M1NP49,Bacillus sp. FJAT-22058,156,1581037,2.0
UniRef100_A0A1S8TJP5/11-153,Cluster: SpoVA protein,A0A1S8TJP5,Clostridium sp. BL-8,159,349938,1.0
UniRef100_UPI00101D34ED/12-154,Cluster: stage V sporulation protein AC,UPI00101D34ED,Anaerophilus nitritogenes,159,2498136,1.0
UniRef100_UPI0011DD06F0/2-143,Cluster: stage V sporulation protein AC,UPI0011DD06F0,Paraclostridium bifermentans (Clostridium bifermentans),145,1490,1.0
UniRef100_A0A6M0YII2/11-153,Cluster: Stage V sporulation protein AC,A0A6M0YII2,Clostridium botulinum,159,1491,1.0
UniRef100_UPI0003FE9216/8-149,Cluster: stage V sporulation protein AC,UPI0003FE9216,Tuberibacillus calidus,152,340097,1.0
UniRef100_A0A1Y4F4Z6/12-153,Cluster: Stage V sporulation protein AC,A0A1Y4F4Z6,Blautia sp. An249,160,1965603,1.0
UniRef100_A0A7S8C9Z4/9-150,Cluster: Stage V sporulation protein AC,A0A7S8C9Z4,Bacillaceae bacterium R1DC41,157,2593652,1.0
UniRef100_E4S8Z0/6-147,Cluster: Stage V sporulation protein AC,E4S8Z0,Caldicellulosiruptor kristjanssonii (strain ATCC 700853 / DSM 12137 / I77R1B),152,632335,1.0
UniRef100_A0A5P3XHH7/2-142,Cluster: Stage V sporulation protein AC,A0A5P3XHH7,Paraclostridium bifermentans (Clostridium bifermentans),145,1490,1.0
UniRef100_UPI001A9315F0/3-143,Cluster: stage V sporulation protein AC,UPI001A9315F0,Sporosarcina sp. E16_3,151,2789293,1.0
UniRef100_A0A644T0B9/10-151,Cluster: Uncharacterized protein,A0A644T0B9,bioreactor metagenome,152,1076179,1.0
UniRef100_UPI00047A09BE/8-150,Cluster: stage V sporulation protein AC,UPI00047A09BE,Alkaliphilus transvaalensis,151,114628,1.0
UniRef100_A0A0M8PPG1/2-143,Cluster: Stage V sporulation protein AC,A0A0M8PPG1,Lysinibacillus sp. FJAT-14222,151,1932366,1.0
UniRef100_A0A0M0WZY9/2-143,Cluster: Stage V sporulation protein AC,A0A0M0WZY9,Lysinibacillus sp. FJAT-14745,151,1704289,1.0
UniRef100_A0A353C2J3/12-156,Cluster: Stage V sporulation protein AC,A0A353C2J3,Firmicutes bacterium,160,1879010,1.0
UniRef100_UPI0013D18592/12-153,Cluster: stage V sporulation protein AC,UPI0013D18592,Paenibacillus favisporus,160,221028,1.0
UniRef100_A0A2R6Y4B6/9-150,Cluster: Stage V sporulation protein AC (SpoVAC),A0A2R6Y4B6,Candidatus Carbobacillus altaicus,153,2163959,1.0
UniRef100_R7BKJ5/15-154,Cluster: Uncharacterized protein,R7BKJ5,Firmicutes bacterium CAG:882,160,1262991,1.0
UniRef100_A0A7W3XST7/12-153,Cluster: Stage V sporulation protein AC,A0A7W3XST7,Fontibacillus solani,162,1572857,1.0
UniRef100_UPI00192BF5DB/7-148,Cluster: stage V sporulation protein AC,UPI00192BF5DB,Clostridium sp. YIM B02515,149,2803861,1.0
UniRef100_UPI00031912E6/4-143,Cluster: stage V sporulation protein AC,UPI00031912E6,Paenisporosarcina sp. TG-14,151,1231057,1.0
UniRef100_A0A366IDQ3/5-147,Cluster: Stage V sporulation protein AC,A0A366IDQ3,Alkalibaculum bacchi,148,645887,1.0
UniRef100_A0A0L0WCS6/6-146,Cluster: Stage V sporulation protein AC,A0A0L0WCS6,Gottschalkia purinilytica (Clostridium purinilyticum),147,1503,1.0
UniRef100_A0A3S0HXD1/4-143,Cluster: Stage V sporulation protein AC,A0A3S0HXD1,Lysinibacillus telephonicus,151,1714840,1.0
UniRef100_A0A3D4QPD0/10-152,Cluster: Stage V sporulation protein AC,A0A3D4QPD0,Clostridiales bacterium,156,1898207,1.0
UniRef100_UPI0007E1A4F2/11-153,Cluster: stage V sporulation protein AC,UPI0007E1A4F2,Clostridium botulinum,159,1491,1.0
UniRef100_A0A6N8B4S5/12-154,Cluster: Stage V sporulation protein AC,A0A6N8B4S5,Firmicutes bacterium,159,1879010,1.0
UniRef100_A0A544U9P7/2-143,Cluster: Stage V sporulation protein AC,A0A544U9P7,Lysinibacillus sp. SDF0037,151,2133752,1.0
UniRef100_UPI000B43BAB0/4-149,Cluster: stage V sporulation protein AC,UPI000B43BAB0,Alkalihalobacillus urbisdiaboli,151,1960589,1.0
UniRef100_A0A6B4N7Q9/10-149,Cluster: Stage V sporulation protein AC,A0A6B4N7Q9,Clostridium botulinum,152,1491,2.0
UniRef100_R6Y847/5-147,Cluster: Stage V sporulation protein AC,R6Y847,Clostridium sp. CAG:452,154,1262810,1.0
UniRef100_UPI000B399530/9-148,Cluster: stage V sporulation protein AC,UPI000B399530,Clostridium perfringens,155,1502,1.0
UniRef100_UPI00046574CD/13-154,Cluster: stage V sporulation protein AC,UPI00046574CD,Clostridioides mangenotii,158,1540,1.0
UniRef100_A0A161PU50/9-151,Cluster: Uncharacterized protein,A0A161PU50,Thermovenabulum gondwanense,152,520767,1.0
UniRef100_A0A7T2CVR4/2-143,Cluster: Stage V sporulation protein AC,A0A7T2CVR4,Lysinibacillus sp. JNUCC-52,151,2792480,1.0
UniRef100_UPI0008A70B46/9-148,Cluster: stage V sporulation protein AC,UPI0008A70B46,Clostridium perfringens,155,1502,1.0
UniRef100_A0A1W1XBN4/8-148,Cluster: Stage V sporulation protein AC,A0A1W1XBN4,Clostridium acidisoli DSM 12555,150,1121291,1.0
UniRef100_UPI0018A04E89/2-143,Cluster: stage V sporulation protein AC,UPI0018A04E89,Romboutsia sp. BSD2780061687b_171204_C1,146,2787086,1.0
